latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.94903,-72.30768,9.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),daylight_duration (s)
2012-06-07,51,0.20,0.20,1.0,54100.21
2012-06-08,3,0.00,0.00,0.0,54146.50
2012-06-09,3,0.00,0.00,0.0,54189.44
2012-06-10,3,0.00,0.00,0.0,54228.98
2012-06-11,3,0.00,0.00,0.0,54265.12
2012-06-12,55,2.90,2.90,9.0,54297.77
2012-06-13,63,31.30,31.30,21.0,54326.92
2012-06-14,51,0.40,0.40,2.0,54352.52
2012-06-15,0,0.00,0.00,0.0,54374.54
2012-06-16,2,0.00,0.00,0.0,54392.95
2012-06-17,3,0.00,0.00,0.0,54407.70
2012-06-18,3,0.00,0.00,0.0,54418.77
2012-06-19,3,0.00,0.00,0.0,54426.12
2012-06-20,3,0.00,0.00,0.0,54429.73
2012-06-21,1,0.00,0.00,0.0,54429.57
2012-06-22,53,0.50,0.50,1.0,54425.62
2012-06-23,53,1.00,1.00,3.0,54417.86
2012-06-24,51,0.20,0.20,1.0,54406.21
2012-06-25,63,13.00,13.00,13.0,54390.56
2012-06-26,51,0.10,0.10,1.0,54370.97
2012-06-27,1,0.00,0.00,0.0,54347.51
2012-06-28,2,0.00,0.00,0.0,54320.23
2012-06-29,51,0.10,0.10,1.0,54289.20
2012-06-30,3,0.00,0.00,0.0,54254.51
2012-07-01,61,2.90,2.90,2.0,54216.22
2012-07-02,1,0.00,0.00,0.0,54174.40
2012-07-03,3,0.00,0.00,0.0,54129.12
2012-07-04,51,0.70,0.70,4.0,54080.48
2012-07-05,3,0.00,0.00,0.0,54028.52
2012-07-06,3,0.00,0.00,0.0,53973.35
2012-07-07,61,2.00,2.00,3.0,53915.03
2012-07-08,63,3.90,3.90,2.0,53853.64
2012-07-09,3,0.00,0.00,0.0,53789.26
2012-07-10,3,0.00,0.00,0.0,53721.96
2012-07-11,3,0.00,0.00,0.0,53651.84
2012-07-12,2,0.00,0.00,0.0,53578.95
2012-07-13,3,0.00,0.00,0.0,53503.39
2012-07-14,51,0.30,0.30,1.0,53425.00
2012-07-15,53,0.90,0.90,2.0,53343.10
2012-07-16,51,0.20,0.20,1.0,53257.79
2012-07-17,3,0.00,0.00,0.0,53169.19
2012-07-18,3,0.00,0.00,0.0,53077.45
2012-07-19,51,0.60,0.60,3.0,52982.73
2012-07-20,63,19.40,19.40,18.0,52885.14
2012-07-21,3,0.00,0.00,0.0,52784.85
2012-07-22,1,0.00,0.00,0.0,52681.96
2012-07-23,3,0.00,0.00,0.0,52576.64
2012-07-24,2,0.00,0.00,0.0,52469.00
2012-07-25,3,0.00,0.00,0.0,52359.18
2012-07-26,51,0.50,0.50,2.0,52247.30
2012-07-27,3,0.00,0.00,0.0,52133.50
2012-07-28,63,16.90,16.90,9.0,52017.91
2012-07-29,51,0.50,0.50,2.0,51900.62
2012-07-30,2,0.00,0.00,0.0,51781.79
2012-07-31,61,3.50,3.50,4.0,51661.50
2012-08-01,51,0.40,0.40,2.0,51539.91
2012-08-02,3,0.00,0.00,0.0,51417.10
2012-08-03,3,0.00,0.00,0.0,51292.86
2012-08-04,3,0.00,0.00,0.0,51166.25
2012-08-05,3,0.00,0.00,0.0,51037.34
2012-08-06,63,9.00,9.00,8.0,50906.26
2012-08-07,3,0.00,0.00,0.0,50773.16
2012-08-08,3,0.00,0.00,0.0,50638.20
2012-08-09,3,0.00,0.00,0.0,50501.48
2012-08-10,63,12.40,12.40,18.0,50363.18
2012-08-11,53,3.20,3.20,8.0,50223.39
2012-08-12,61,7.00,7.00,11.0,50082.27
2012-08-13,2,0.00,0.00,0.0,49939.93
2012-08-14,51,0.20,0.20,1.0,49796.50
2012-08-15,61,9.40,9.40,12.0,49652.11
2012-08-16,63,7.50,7.50,4.0,49506.86
2012-08-17,51,0.10,0.10,1.0,49360.89
2012-08-18,61,12.80,12.80,12.0,49214.29
2012-08-19,3,0.00,0.00,0.0,49067.20
2012-08-20,3,0.00,0.00,0.0,48919.69
2012-08-21,51,0.10,0.10,1.0,48771.91
2012-08-22,3,0.00,0.00,0.0,48623.94
2012-08-23,3,0.00,0.00,0.0,48475.55
2012-08-24,3,0.00,0.00,0.0,48325.73
2012-08-25,3,0.00,0.00,0.0,48174.52
2012-08-26,3,0.00,0.00,0.0,48022.04
2012-08-27,51,0.10,0.10,1.0,47868.39
2012-08-28,53,2.50,2.50,6.0,47713.70
2012-08-29,0,0.00,0.00,0.0,47558.08
2012-08-30,0,0.00,0.00,0.0,47401.64
2012-08-31,3,0.00,0.00,0.0,47244.48
2012-09-01,1,0.00,0.00,0.0,47086.72
2012-09-02,3,0.00,0.00,0.0,46928.45
2012-09-03,3,0.00,0.00,0.0,46769.78
2012-09-04,61,7.20,7.20,15.0,46610.80
2012-09-05,63,21.90,21.90,17.0,46451.63
2012-09-06,3,0.00,0.00,0.0,46292.35
2012-09-07,51,0.60,0.60,2.0,46133.07
2012-09-08,61,4.10,4.10,8.0,45973.88
2012-09-09,61,7.00,7.00,11.0,45814.87
2012-09-10,3,0.00,0.00,0.0,45656.13
2012-09-11,3,0.00,0.00,0.0,45497.77
2012-09-12,0,0.00,0.00,0.0,45339.53
2012-09-13,0,0.00,0.00,0.0,45180.39
2012-09-14,3,0.00,0.00,0.0,45020.36
2012-09-15,3,0.00,0.00,0.0,44859.56
2012-09-16,3,0.00,0.00,0.0,44698.09
2012-09-17,3,0.00,0.00,0.0,44536.04
2012-09-18,63,18.80,18.80,13.0,44373.50
2012-09-19,63,13.30,13.30,6.0,44210.60
2012-09-20,3,0.00,0.00,0.0,44047.43
2012-09-21,51,0.10,0.10,1.0,43884.07
2012-09-22,3,0.00,0.00,0.0,43720.64
2012-09-23,53,1.50,1.50,3.0,43557.22
2012-09-24,1,0.00,0.00,0.0,43393.93
2012-09-25,1,0.00,0.00,0.0,43230.84
2012-09-26,51,0.10,0.10,1.0,43068.07
2012-09-27,51,1.20,1.20,5.0,42905.70
2012-09-28,63,10.90,10.90,19.0,42743.84
2012-09-29,61,8.60,8.60,16.0,42582.60
2012-09-30,61,8.00,8.00,15.0,42422.05
2012-10-01,3,0.00,0.00,0.0,42262.32
2012-10-02,63,21.30,21.30,9.0,42103.13
2012-10-03,53,3.60,3.60,13.0,41943.38
2012-10-04,61,3.60,3.60,6.0,41783.09
2012-10-05,3,0.00,0.00,0.0,41622.37
2012-10-06,53,1.10,1.10,3.0,41461.32
2012-10-07,53,4.50,4.50,8.0,41300.07
2012-10-08,53,2.30,2.30,6.0,41138.73
2012-10-09,53,2.70,2.70,10.0,40977.40
2012-10-10,61,11.30,11.30,14.0,40816.20
2012-10-11,1,0.00,0.00,0.0,40655.23
2012-10-12,3,0.00,0.00,0.0,40494.63
2012-10-13,3,0.00,0.00,0.0,40334.50
2012-10-14,3,0.00,0.00,0.0,40174.97
2012-10-15,61,5.00,5.00,8.0,40016.16
2012-10-16,61,6.30,6.30,5.0,39858.18
2012-10-17,3,0.00,0.00,0.0,39701.16
2012-10-18,3,0.00,0.00,0.0,39545.23
2012-10-19,63,26.00,26.00,18.0,39390.52
2012-10-20,55,1.40,1.40,2.0,39237.15
2012-10-21,3,0.00,0.00,0.0,39085.27
2012-10-22,0,0.00,0.00,0.0,38934.59
2012-10-23,53,1.20,1.20,4.0,38783.89
2012-10-24,53,3.80,3.80,12.0,38633.21
2012-10-25,3,0.00,0.00,0.0,38482.68
2012-10-26,3,0.00,0.00,0.0,38332.42
2012-10-27,3,0.00,0.00,0.0,38182.58
2012-10-28,51,2.50,2.50,13.0,38033.30
2012-10-29,63,18.10,18.10,21.0,37884.70
2012-10-30,53,5.10,5.10,16.0,37736.95
2012-10-31,51,1.30,1.30,7.0,37590.19
2012-11-01,3,0.00,0.00,0.0,37444.57
2012-11-02,3,0.00,0.00,0.0,37300.23
2012-11-03,3,0.00,0.00,0.0,37157.34
2012-11-04,3,0.00,0.00,0.0,37016.04
2012-11-05,3,0.00,0.00,0.0,36876.51
2012-11-06,3,0.00,0.00,0.0,36738.92
2012-11-07,73,20.00,16.90,16.0,36603.41
2012-11-08,73,18.40,14.80,22.0,36470.19
2012-11-09,3,0.00,0.00,0.0,36339.41
2012-11-10,3,0.00,0.00,0.0,36211.24
2012-11-11,3,0.00,0.00,0.0,36085.46
2012-11-12,3,0.00,0.00,0.0,35960.82
2012-11-13,55,6.50,6.50,15.0,35837.36
2012-11-14,2,0.00,0.00,0.0,35715.23
2012-11-15,3,0.00,0.00,0.0,35594.57
2012-11-16,3,0.00,0.00,0.0,35475.55
2012-11-17,0,0.00,0.00,0.0,35358.29
2012-11-18,3,0.00,0.00,0.0,35242.97
2012-11-19,3,0.00,0.00,0.0,35129.75
2012-11-20,3,0.00,0.00,0.0,35018.78
2012-11-21,3,0.00,0.00,0.0,34910.21
2012-11-22,1,0.00,0.00,0.0,34804.24
2012-11-23,3,0.00,0.00,0.0,34701.02
2012-11-24,51,0.10,0.10,1.0,34600.71
2012-11-25,3,0.00,0.00,0.0,34503.50
2012-11-26,3,0.00,0.00,0.0,34409.55
2012-11-27,61,13.60,13.60,14.0,34319.05
2012-11-28,51,0.50,0.50,2.0,34232.17
2012-11-29,3,0.00,0.00,0.0,34149.09
2012-11-30,3,0.00,0.00,0.0,34069.98
2012-12-01,51,1.90,1.90,11.0,33994.73
2012-12-02,53,1.20,1.20,3.0,33922.45
2012-12-03,51,0.60,0.60,3.0,33853.15
2012-12-04,51,0.30,0.30,1.0,33786.93
2012-12-05,51,1.00,1.00,4.0,33723.87
2012-12-06,3,0.00,0.00,0.0,33664.06
2012-12-07,53,3.70,3.70,8.0,33607.59
2012-12-08,61,13.90,13.90,11.0,33554.54
2012-12-09,61,7.10,7.10,9.0,33505.01
2012-12-10,63,28.70,28.70,22.0,33459.07
2012-12-11,51,2.30,2.30,8.0,33416.83
2012-12-12,3,0.00,0.00,0.0,33378.35
2012-12-13,3,0.00,0.00,0.0,33343.72
2012-12-14,3,0.00,0.00,0.0,33313.03
2012-12-15,3,0.00,0.00,0.0,33286.35
2012-12-16,53,5.30,5.30,13.0,33263.76
2012-12-17,55,6.80,6.80,14.0,33245.35
2012-12-18,61,10.80,10.80,10.0,33231.18
2012-12-19,2,0.00,0.00,0.0,33221.32
2012-12-20,3,0.00,0.00,0.0,33215.86
2012-12-21,63,16.70,16.70,12.0,33214.82
2012-12-22,3,0.00,0.00,0.0,33218.16
2012-12-23,3,0.00,0.00,0.0,33225.79
2012-12-24,53,1.20,1.20,3.0,33237.68
2012-12-25,55,6.30,6.30,12.0,33253.75
2012-12-26,73,10.60,9.70,7.0,33273.96
2012-12-27,63,22.60,22.60,15.0,33298.23
2012-12-28,3,0.00,0.00,0.0,33326.50
2012-12-29,73,22.30,17.80,14.0,33358.70
2012-12-30,71,0.90,0.50,3.0,33394.77
2012-12-31,3,0.00,0.00,0.0,33434.63
2013-01-01,3,0.00,0.00,0.0,33478.22
2013-01-02,3,0.00,0.00,0.0,33525.46
2013-01-03,3,0.00,0.00,0.0,33576.29
2013-01-04,0,0.00,0.00,0.0,33630.62
2013-01-05,3,0.00,0.00,0.0,33688.39
2013-01-06,51,0.70,0.70,2.0,33749.52
2013-01-07,0,0.00,0.00,0.0,33813.92
2013-01-08,3,0.00,0.00,0.0,33881.54
2013-01-09,3,0.00,0.00,0.0,33952.27
2013-01-10,2,0.00,0.00,0.0,34026.34
2013-01-11,61,7.00,7.00,5.0,34104.52
2013-01-12,55,5.20,5.20,8.0,34186.70
2013-01-13,51,0.70,0.70,4.0,34272.70
2013-01-14,51,1.20,1.20,7.0,34362.36
2013-01-15,55,3.90,3.90,7.0,34455.49
2013-01-16,73,17.00,12.80,19.0,34551.93
2013-01-17,51,0.30,0.30,2.0,34651.52
2013-01-18,73,2.70,0.00,7.0,34754.07
2013-01-19,1,0.00,0.00,0.0,34859.42
2013-01-20,1,0.00,0.00,0.0,34967.41
2013-01-21,73,0.80,0.00,4.0,35077.88
2013-01-22,73,1.00,0.00,5.0,35190.68
2013-01-23,3,0.00,0.00,0.0,35305.62
2013-01-24,3,0.00,0.00,0.0,35422.58
2013-01-25,73,1.30,0.00,4.0,35541.39
2013-01-26,71,0.20,0.00,1.0,35661.91
2013-01-27,3,0.00,0.00,0.0,35783.98
2013-01-28,73,10.00,8.30,11.0,35907.47
2013-01-29,53,0.80,0.80,3.0,36032.22
2013-01-30,51,0.30,0.30,3.0,36158.54
2013-01-31,63,16.40,16.40,9.0,36287.64
2013-02-01,71,0.10,0.00,1.0,36419.43
2013-02-02,71,0.30,0.00,2.0,36553.73
2013-02-03,73,1.30,0.00,5.0,36690.37
2013-02-04,3,0.00,0.00,0.0,36829.16
2013-02-05,73,2.50,0.00,13.0,36969.93
2013-02-06,3,0.00,0.00,0.0,37112.52
2013-02-07,3,0.00,0.00,0.0,37256.74
2013-02-08,75,43.00,11.60,16.0,37402.44
2013-02-09,75,22.00,0.10,13.0,37549.46
2013-02-10,2,0.00,0.00,0.0,37697.64
2013-02-11,61,9.90,9.90,10.0,37846.83
2013-02-12,51,0.30,0.30,1.0,37996.87
2013-02-13,51,0.40,0.40,2.0,38147.62
2013-02-14,73,1.40,0.60,5.0,38298.93
2013-02-15,1,0.00,0.00,0.0,38450.65
2013-02-16,73,2.50,0.20,12.0,38602.65
2013-02-17,73,3.30,0.00,11.0,38754.79
2013-02-18,3,0.00,0.00,0.0,38906.93
2013-02-19,63,11.80,11.80,8.0,39059.38
2013-02-20,51,0.20,0.20,1.0,39213.38
2013-02-21,1,0.00,0.00,0.0,39368.91
2013-02-22,3,0.00,0.00,0.0,39525.82
2013-02-23,61,11.80,11.80,11.0,39683.99
2013-02-24,61,6.00,6.00,18.0,39843.27
2013-02-25,3,0.00,0.00,0.0,40003.52
2013-02-26,3,0.00,0.00,0.0,40164.63
2013-02-27,63,32.70,32.70,18.0,40326.46
2013-02-28,51,1.20,1.20,6.0,40488.89
2013-03-01,51,0.80,0.80,3.0,40651.79
2013-03-02,3,0.00,0.00,0.0,40815.03
2013-03-03,3,0.00,0.00,0.0,40978.51
2013-03-04,1,0.00,0.00,0.0,41142.09
2013-03-05,2,0.00,0.00,0.0,41305.66
2013-03-06,73,4.40,3.50,9.0,41469.09
2013-03-07,73,16.50,2.50,23.0,41632.29
2013-03-08,73,15.00,0.90,20.0,41795.12
2013-03-09,0,0.00,0.00,0.0,41957.47
2013-03-10,3,0.00,0.00,0.0,42119.23
2013-03-11,3,0.00,0.00,0.0,42280.67
2013-03-12,63,17.70,17.70,11.0,42442.95
2013-03-13,51,0.20,0.20,1.0,42606.06
2013-03-14,3,0.00,0.00,0.0,42769.89
2013-03-15,3,0.00,0.00,0.0,42934.35
2013-03-16,73,1.30,0.00,6.0,43099.31
2013-03-17,3,0.00,0.00,0.0,43264.68
2013-03-18,73,2.70,0.10,4.0,43430.35
2013-03-19,75,14.10,11.00,14.0,43596.22
2013-03-20,71,0.30,0.10,1.0,43762.19
2013-03-21,73,3.00,1.00,12.0,43928.14
2013-03-22,3,0.00,0.00,0.0,44093.98
2013-03-23,3,0.00,0.00,0.0,44259.61
2013-03-24,3,0.00,0.00,0.0,44424.91
2013-03-25,71,4.60,4.20,12.0,44589.79
2013-03-26,51,0.30,0.30,2.0,44754.13
2013-03-27,2,0.00,0.00,0.0,44917.82
2013-03-28,3,0.00,0.00,0.0,45080.77
2013-03-29,1,0.00,0.00,0.0,45242.86
2013-03-30,1,0.00,0.00,0.0,45403.98
2013-03-31,61,5.70,5.70,5.0,45564.39
2013-04-01,53,1.40,1.40,4.0,45725.16
2013-04-02,3,0.00,0.00,0.0,45886.30
2013-04-03,3,0.00,0.00,0.0,46047.70
2013-04-04,3,0.00,0.00,0.0,46209.26
2013-04-05,51,1.60,1.60,6.0,46370.89
2013-04-06,1,0.00,0.00,0.0,46532.47
2013-04-07,3,0.00,0.00,0.0,46693.92
2013-04-08,3,0.00,0.00,0.0,46855.11
2013-04-09,3,0.00,0.00,0.0,47015.95
2013-04-10,3,0.00,0.00,0.0,47176.32
2013-04-11,55,1.70,1.70,6.0,47336.12
2013-04-12,63,23.60,23.60,23.0,47495.23
2013-04-13,55,3.00,3.00,4.0,47653.55
2013-04-14,3,0.00,0.00,0.0,47810.95
2013-04-15,3,0.00,0.00,0.0,47967.33
2013-04-16,51,0.30,0.30,1.0,48122.55
2013-04-17,53,2.30,2.30,7.0,48276.50
2013-04-18,3,0.00,0.00,0.0,48429.04
2013-04-19,51,0.60,0.60,3.0,48580.06
2013-04-20,63,12.10,12.10,9.0,48729.78
2013-04-21,3,0.00,0.00,0.0,48879.25
2013-04-22,3,0.00,0.00,0.0,49028.46
2013-04-23,51,0.30,0.30,3.0,49177.29
2013-04-24,3,0.00,0.00,0.0,49325.63
2013-04-25,51,0.60,0.60,4.0,49473.38
2013-04-26,1,0.00,0.00,0.0,49620.42
2013-04-27,3,0.00,0.00,0.0,49766.62
2013-04-28,3,0.00,0.00,0.0,49911.88
2013-04-29,3,0.00,0.00,0.0,50056.06
2013-04-30,3,0.00,0.00,0.0,50199.04
2013-05-01,0,0.00,0.00,0.0,50340.70
2013-05-02,3,0.00,0.00,0.0,50480.89
2013-05-03,3,0.00,0.00,0.0,50619.49
2013-05-04,1,0.00,0.00,0.0,50756.37
2013-05-05,3,0.00,0.00,0.0,50891.37
2013-05-06,3,0.00,0.00,0.0,51024.36
2013-05-07,3,0.00,0.00,0.0,51155.20
2013-05-08,63,16.70,16.70,9.0,51283.73
2013-05-09,53,2.20,2.20,6.0,51409.82
2013-05-10,3,0.00,0.00,0.0,51533.61
2013-05-11,55,4.70,4.70,11.0,51656.09
2013-05-12,53,2.40,2.40,6.0,51777.21
2013-05-13,3,0.00,0.00,0.0,51896.87
2013-05-14,3,0.00,0.00,0.0,52014.93
2013-05-15,55,1.10,1.10,1.0,52131.31
2013-05-16,3,0.00,0.00,0.0,52245.86
2013-05-17,3,0.00,0.00,0.0,52358.46
2013-05-18,3,0.00,0.00,0.0,52469.00
2013-05-19,61,6.70,6.70,11.0,52577.34
2013-05-20,51,0.90,0.90,3.0,52683.37
2013-05-21,3,0.00,0.00,0.0,52786.95
2013-05-22,3,0.00,0.00,0.0,52887.94
2013-05-23,63,16.80,16.80,11.0,52986.21
2013-05-24,63,19.70,19.70,21.0,53081.65
2013-05-25,61,17.10,17.10,24.0,53174.09
2013-05-26,51,1.10,1.10,5.0,53263.41
2013-05-27,2,0.00,0.00,0.0,53349.48
2013-05-28,61,5.50,5.50,8.0,53432.13
2013-05-29,61,4.00,4.00,9.0,53511.26
2013-05-30,2,0.00,0.00,0.0,53586.93
2013-05-31,2,0.00,0.00,0.0,53659.76
2013-06-01,0,0.00,0.00,0.0,53729.76
2013-06-02,51,0.10,0.10,1.0,53796.84
2013-06-03,63,25.80,25.80,16.0,53860.95
2013-06-04,3,0.00,0.00,0.0,53922.00
2013-06-05,3,0.00,0.00,0.0,53979.95
2013-06-06,51,0.60,0.60,2.0,54034.69
2013-06-07,65,54.40,54.40,22.0,54086.18
2013-06-08,63,15.00,15.00,6.0,54134.36
2013-06-09,3,0.00,0.00,0.0,54179.14
2013-06-10,63,25.10,25.10,12.0,54220.46
2013-06-11,63,11.10,11.10,8.0,54258.27
2013-06-12,3,0.00,0.00,0.0,54292.49
2013-06-13,63,29.30,29.30,14.0,54323.08
2013-06-14,63,15.60,15.60,11.0,54349.95
2013-06-15,1,0.00,0.00,0.0,54373.06
2013-06-16,3,0.00,0.00,0.0,54392.34
2013-06-17,3,0.00,0.00,0.0,54407.75
2013-06-18,61,5.90,5.90,7.0,54419.23
2013-06-19,51,0.90,0.90,3.0,54426.74
2013-06-20,1,0.00,0.00,0.0,54430.33
2013-06-21,3,0.00,0.00,0.0,54430.05
2013-06-22,3,0.00,0.00,0.0,54425.92
2013-06-23,2,0.00,0.00,0.0,54417.99
2013-06-24,51,0.40,0.40,1.0,54406.30
2013-06-25,2,0.00,0.00,0.0,54390.88
2013-06-26,55,2.20,2.20,4.0,54371.79
2013-06-27,51,0.60,0.60,3.0,54349.06
2013-06-28,63,11.20,11.20,7.0,54322.74
2013-06-29,61,5.40,5.40,9.0,54292.89
2013-06-30,51,0.20,0.20,2.0,54259.55
2013-07-01,61,7.70,7.70,19.0,54222.78
2013-07-02,51,0.90,0.90,6.0,54182.62
2013-07-03,53,0.70,0.70,2.0,54139.12
2013-07-04,3,0.00,0.00,0.0,54092.36
2013-07-05,0,0.00,0.00,0.0,54042.37
2013-07-06,3,0.00,0.00,0.0,53989.21
2013-07-07,3,0.00,0.00,0.0,53932.94
2013-07-08,3,0.00,0.00,0.0,53873.62
2013-07-09,3,0.00,0.00,0.0,53811.12
2013-07-10,51,0.10,0.10,1.0,53744.88
2013-07-11,61,7.60,7.60,10.0,53674.99
2013-07-12,53,2.90,2.90,9.0,53601.58
2013-07-13,51,2.90,2.90,13.0,53524.77
2013-07-14,51,0.60,0.60,3.0,53444.70
2013-07-15,2,0.00,0.00,0.0,53361.49
2013-07-16,3,0.00,0.00,0.0,53275.27
2013-07-17,2,0.00,0.00,0.0,53186.18
2013-07-18,2,0.00,0.00,0.0,53094.32
2013-07-19,2,0.00,0.00,0.0,52999.85
2013-07-20,55,2.10,2.10,4.0,52902.86
2013-07-21,61,2.40,2.40,4.0,52803.50
2013-07-22,51,0.20,0.20,1.0,52701.87
2013-07-23,61,12.30,12.30,13.0,52598.10
2013-07-24,3,0.00,0.00,0.0,52492.31
2013-07-25,61,14.70,14.70,18.0,52384.61
2013-07-26,55,4.80,4.80,12.0,52275.12
2013-07-27,3,0.00,0.00,0.0,52163.94
2013-07-28,3,0.00,0.00,0.0,52051.20
2013-07-29,63,8.60,8.60,5.0,51936.67
2013-07-30,2,0.00,0.00,0.0,51819.47
2013-07-31,3,0.00,0.00,0.0,51699.66
2013-08-01,63,14.00,14.00,10.0,51577.41
2013-08-02,63,11.20,11.20,6.0,51452.86
2013-08-03,53,2.30,2.30,5.0,51326.14
2013-08-04,1,0.00,0.00,0.0,51197.42
2013-08-05,3,0.00,0.00,0.0,51066.81
2013-08-06,3,0.00,0.00,0.0,50934.47
2013-08-07,3,0.00,0.00,0.0,50800.53
2013-08-08,55,6.30,6.30,12.0,50665.12
2013-08-09,55,7.00,7.00,12.0,50528.36
2013-08-10,3,0.00,0.00,0.0,50390.39
2013-08-11,2,0.00,0.00,0.0,50251.34
2013-08-12,55,6.60,6.60,10.0,50111.30
2013-08-13,63,7.10,7.10,7.0,49970.43
2013-08-14,3,0.00,0.00,0.0,49828.81
2013-08-15,3,0.00,0.00,0.0,49686.59
2013-08-16,3,0.00,0.00,0.0,49543.85
2013-08-17,3,0.00,0.00,0.0,49400.71
2013-08-18,51,0.70,0.70,3.0,49256.95
2013-08-19,3,0.00,0.00,0.0,49111.54
2013-08-20,0,0.00,0.00,0.0,48964.54
2013-08-21,3,0.00,0.00,0.0,48816.07
2013-08-22,51,0.10,0.10,1.0,48666.26
2013-08-23,3,0.00,0.00,0.0,48515.23
2013-08-24,51,0.40,0.40,2.0,48363.09
2013-08-25,3,0.00,0.00,0.0,48209.96
2013-08-26,55,4.60,4.60,11.0,48055.96
2013-08-27,61,11.30,11.30,9.0,47901.20
2013-08-28,3,0.00,0.00,0.0,47745.78
2013-08-29,3,0.00,0.00,0.0,47589.82
2013-08-30,3,0.00,0.00,0.0,47433.42
2013-08-31,3,0.00,0.00,0.0,47276.68
2013-09-01,63,9.20,9.20,10.0,47119.71
2013-09-02,55,5.10,5.10,9.0,46962.61
2013-09-03,63,9.90,9.90,6.0,46805.47
2013-09-04,2,0.00,0.00,0.0,46648.39
2013-09-05,51,0.20,0.20,1.0,46491.49
2013-09-06,3,0.00,0.00,0.0,46334.83
2013-09-07,3,0.00,0.00,0.0,46178.19
2013-09-08,3,0.00,0.00,0.0,46020.54
2013-09-09,3,0.00,0.00,0.0,45861.90
2013-09-10,51,0.80,0.80,3.0,45702.39
2013-09-11,3,0.00,0.00,0.0,45542.10
2013-09-12,61,5.00,5.00,5.0,45381.14
2013-09-13,63,5.70,5.70,9.0,45219.60
2013-09-14,3,0.00,0.00,0.0,45057.60
2013-09-15,3,0.00,0.00,0.0,44895.23
2013-09-16,51,1.00,1.00,3.0,44732.57
2013-09-17,0,0.00,0.00,0.0,44569.74
2013-09-18,0,0.00,0.00,0.0,44406.83
2013-09-19,0,0.00,0.00,0.0,44243.93
2013-09-20,0,0.00,0.00,0.0,44081.14
2013-09-21,51,0.40,0.40,2.0,43918.56
2013-09-22,63,14.60,14.60,7.0,43756.28
2013-09-23,0,0.00,0.00,0.0,43594.39
2013-09-24,2,0.00,0.00,0.0,43433.00
2013-09-25,3,0.00,0.00,0.0,43272.19
2013-09-26,51,0.20,0.20,2.0,43112.06
2013-09-27,3,0.00,0.00,0.0,42952.36
2013-09-28,1,0.00,0.00,0.0,42792.00
2013-09-29,2,0.00,0.00,0.0,42631.02
2013-09-30,51,0.10,0.10,1.0,42469.50
2013-10-01,2,0.00,0.00,0.0,42307.56
2013-10-02,0,0.00,0.00,0.0,42145.31
2013-10-03,3,0.00,0.00,0.0,41982.85
2013-10-04,51,0.10,0.10,1.0,41820.29
2013-10-05,51,0.10,0.10,1.0,41657.74
2013-10-06,51,0.90,0.90,4.0,41495.30
2013-10-07,61,6.80,6.80,8.0,41333.09
2013-10-08,51,0.20,0.20,2.0,41171.21
2013-10-09,3,0.00,0.00,0.0,41009.77
2013-10-10,63,12.20,12.20,12.0,40848.89
2013-10-11,55,2.40,2.40,5.0,40688.68
2013-10-12,3,0.00,0.00,0.0,40529.27
2013-10-13,3,0.00,0.00,0.0,40370.74
2013-10-14,3,0.00,0.00,0.0,40213.24
2013-10-15,2,0.00,0.00,0.0,40056.88
2013-10-16,51,0.40,0.40,3.0,39901.79
2013-10-17,3,0.00,0.00,0.0,39747.68
2013-10-18,53,0.50,0.50,1.0,39593.38
2013-10-19,51,0.10,0.10,1.0,39438.89
2013-10-20,53,1.20,1.20,3.0,39284.35
2013-10-21,0,0.00,0.00,0.0,39129.89
2013-10-22,51,0.30,0.30,1.0,38975.63
2013-10-23,51,1.00,1.00,6.0,38821.71
2013-10-24,51,0.30,0.30,1.0,38668.26
2013-10-25,51,0.20,0.20,1.0,38515.41
2013-10-26,2,0.00,0.00,0.0,38363.31
2013-10-27,51,0.20,0.20,2.0,38212.09
2013-10-28,3,0.00,0.00,0.0,38061.90
2013-10-29,3,0.00,0.00,0.0,37912.88
2013-10-30,3,0.00,0.00,0.0,37765.18
2013-10-31,53,1.50,1.50,5.0,37618.95
2013-11-01,63,4.60,4.60,6.0,37474.35
2013-11-02,3,0.00,0.00,0.0,37331.54
2013-11-03,3,0.00,0.00,0.0,37190.67
2013-11-04,3,0.00,0.00,0.0,37051.91
2013-11-05,3,0.00,0.00,0.0,36915.44
2013-11-06,3,0.00,0.00,0.0,36780.97
2013-11-07,53,5.70,5.70,10.0,36647.27
2013-11-08,1,0.00,0.00,0.0,36514.38
2013-11-09,3,0.00,0.00,0.0,36382.43
2013-11-10,2,0.00,0.00,0.0,36251.57
2013-11-11,3,0.00,0.00,0.0,36121.96
2013-11-12,73,3.80,2.40,9.0,35993.75
2013-11-13,1,0.00,0.00,0.0,35867.10
2013-11-14,2,0.00,0.00,0.0,35742.16
2013-11-15,3,0.00,0.00,0.0,35619.09
2013-11-16,3,0.00,0.00,0.0,35498.07
2013-11-17,53,0.70,0.70,2.0,35379.26
2013-11-18,63,10.10,10.10,7.0,35262.83
2013-11-19,1,0.00,0.00,0.0,35148.96
2013-11-20,3,0.00,0.00,0.0,35037.82
2013-11-21,3,0.00,0.00,0.0,34929.60
