latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.94903,-72.30768,9.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),daylight_duration (s)
2018-08-25,3,0.00,0.00,0.0,48236.12
2018-08-26,2,0.00,0.00,0.0,48082.91
2018-08-27,3,0.00,0.00,0.0,47929.39
2018-08-28,3,0.00,0.00,0.0,47775.66
2018-08-29,0,0.00,0.00,0.0,47621.81
2018-08-30,51,0.10,0.10,1.0,47467.96
2018-08-31,3,0.00,0.00,0.0,47314.20
2018-09-01,53,0.90,0.90,2.0,47160.28
2018-09-02,3,0.00,0.00,0.0,47005.19
2018-09-03,51,0.40,0.40,3.0,46848.96
2018-09-04,3,0.00,0.00,0.0,46691.70
2018-09-05,2,0.00,0.00,0.0,46533.52
2018-09-06,53,1.10,1.10,2.0,46374.53
2018-09-07,51,0.90,0.90,8.0,46214.83
2018-09-08,55,7.00,7.00,14.0,46054.52
2018-09-09,53,2.00,2.00,7.0,45893.71
2018-09-10,63,29.40,29.40,22.0,45732.50
2018-09-11,61,6.30,6.30,6.0,45570.98
2018-09-12,61,3.60,3.60,10.0,45409.25
2018-09-13,55,6.20,6.20,13.0,45247.43
2018-09-14,3,0.00,0.00,0.0,45085.59
2018-09-15,3,0.00,0.00,0.0,44923.83
2018-09-16,2,0.00,0.00,0.0,44762.26
2018-09-17,3,0.00,0.00,0.0,44600.96
2018-09-18,65,44.90,44.90,19.0,44440.03
2018-09-19,51,0.30,0.30,3.0,44279.56
2018-09-20,3,0.00,0.00,0.0,44119.65
2018-09-21,3,0.00,0.00,0.0,43960.04
2018-09-22,53,1.70,1.70,4.0,43799.69
2018-09-23,51,0.80,0.80,8.0,43638.61
2018-09-24,51,0.50,0.50,3.0,43476.90
2018-09-25,63,31.00,31.00,20.0,43314.67
2018-09-26,63,7.70,7.70,13.0,43152.01
2018-09-27,51,0.30,0.30,2.0,42989.04
2018-09-28,63,19.60,19.60,8.0,42825.85
2018-09-29,1,0.00,0.00,0.0,42662.55
2018-09-30,3,0.00,0.00,0.0,42499.22
2018-10-01,51,0.50,0.50,3.0,42335.99
2018-10-02,63,17.00,17.00,11.0,42172.95
2018-10-03,63,8.60,8.60,4.0,42010.21
2018-10-04,53,1.60,1.60,5.0,41847.86
2018-10-05,2,0.00,0.00,0.0,41686.02
2018-10-06,3,0.00,0.00,0.0,41524.78
2018-10-07,51,0.50,0.50,5.0,41364.26
2018-10-08,51,1.20,1.20,12.0,41204.56
2018-10-09,3,0.00,0.00,0.0,41045.80
2018-10-10,3,0.00,0.00,0.0,40888.09
2018-10-11,63,12.10,12.10,11.0,40731.14
2018-10-12,63,33.60,33.60,11.0,40573.82
2018-10-13,55,4.00,4.00,10.0,40416.15
2018-10-14,3,0.00,0.00,0.0,40258.24
2018-10-15,51,2.00,2.00,11.0,40100.21
2018-10-16,61,2.90,2.90,3.0,39942.20
2018-10-17,3,0.00,0.00,0.0,39784.30
2018-10-18,2,0.00,0.00,0.0,39626.66
2018-10-19,3,0.00,0.00,0.0,39469.39
2018-10-20,61,2.80,2.80,9.0,39312.62
2018-10-21,51,1.00,1.00,4.0,39156.49
2018-10-22,3,0.00,0.00,0.0,39001.11
2018-10-23,3,0.00,0.00,0.0,38846.62
2018-10-24,51,0.30,0.30,3.0,38693.18
2018-10-25,3,0.00,0.00,0.0,38540.89
2018-10-26,3,0.00,0.00,0.0,38389.92
2018-10-27,63,39.30,39.30,22.0,38240.40
2018-10-28,51,0.10,0.10,1.0,38092.48
2018-10-29,63,8.60,8.60,7.0,37946.31
2018-10-30,3,0.00,0.00,0.0,37802.04
2018-10-31,3,0.00,0.00,0.0,37659.40
2018-11-01,3,0.00,0.00,0.0,37517.14
2018-11-02,61,10.80,10.80,15.0,37375.29
2018-11-03,61,10.80,10.80,9.0,37233.99
2018-11-04,3,0.00,0.00,0.0,37093.39
2018-11-05,61,7.60,7.60,9.0,36953.63
2018-11-06,63,17.40,17.40,15.0,36814.87
2018-11-07,3,0.00,0.00,0.0,36677.25
2018-11-08,3,0.00,0.00,0.0,36540.95
2018-11-09,65,24.20,24.20,6.0,36406.10
2018-11-10,65,10.60,10.60,5.0,36272.89
2018-11-11,1,0.00,0.00,0.0,36141.46
2018-11-12,3,0.00,0.00,0.0,36012.01
2018-11-13,63,36.50,36.50,14.0,35884.68
2018-11-14,3,0.00,0.00,0.0,35759.66
2018-11-15,75,19.50,16.00,8.0,35637.13
2018-11-16,63,18.90,18.90,12.0,35517.27
2018-11-17,3,0.00,0.00,0.0,35400.27
2018-11-18,3,0.00,0.00,0.0,35286.30
2018-11-19,3,0.00,0.00,0.0,35175.57
2018-11-20,61,3.80,3.80,6.0,35067.86
2018-11-21,3,0.00,0.00,0.0,34962.04
2018-11-22,3,0.00,0.00,0.0,34858.13
2018-11-23,1,0.00,0.00,0.0,34756.27
2018-11-24,51,0.20,0.20,1.0,34656.59
2018-11-25,63,13.10,13.10,10.0,34559.23
2018-11-26,63,16.70,16.70,8.0,34464.34
2018-11-27,53,0.90,0.90,2.0,34372.03
2018-11-28,51,0.10,0.10,1.0,34282.46
2018-11-29,2,0.00,0.00,0.0,34195.79
2018-11-30,73,1.60,1.00,5.0,34112.12
2018-12-01,53,0.60,0.60,1.0,34031.63
2018-12-02,63,18.10,18.10,21.0,33954.46
2018-12-03,55,1.00,1.00,1.0,33880.75
2018-12-04,3,0.00,0.00,0.0,33810.65
2018-12-05,3,0.00,0.00,0.0,33744.31
2018-12-06,3,0.00,0.00,0.0,33681.87
2018-12-07,51,0.50,0.50,3.0,33623.48
2018-12-08,3,0.00,0.00,0.0,33569.30
2018-12-09,3,0.00,0.00,0.0,33519.46
2018-12-10,3,0.00,0.00,0.0,33473.90
2018-12-11,3,0.00,0.00,0.0,33432.06
2018-12-12,3,0.00,0.00,0.0,33393.92
2018-12-13,51,1.20,1.20,8.0,33359.51
2018-12-14,53,1.00,1.00,3.0,33328.88
2018-12-15,53,1.80,1.80,8.0,33302.03
2018-12-16,63,23.90,23.90,20.0,33279.01
2018-12-17,61,4.80,4.80,10.0,33259.84
2018-12-18,51,0.10,0.10,1.0,33244.56
2018-12-19,3,0.00,0.00,0.0,33233.17
2018-12-20,51,0.80,0.80,2.0,33225.71
2018-12-21,65,56.60,56.60,20.0,33222.20
2018-12-22,51,0.60,0.60,3.0,33222.64
2018-12-23,3,0.00,0.00,0.0,33227.05
2018-12-24,71,1.60,1.50,8.0,33235.46
2018-12-25,3,0.00,0.00,0.0,33247.89
2018-12-26,3,0.00,0.00,0.0,33264.32
2018-12-27,3,0.00,0.00,0.0,33284.77
2018-12-28,65,37.30,37.30,16.0,33309.24
2018-12-29,3,0.00,0.00,0.0,33337.75
2018-12-30,71,0.20,0.00,1.0,33370.41
2018-12-31,63,11.50,11.50,7.0,33407.53
2019-01-01,65,21.40,21.40,6.0,33449.04
2019-01-02,3,0.00,0.00,0.0,33494.80
2019-01-03,51,0.40,0.40,4.0,33544.71
2019-01-04,3,0.00,0.00,0.0,33598.63
2019-01-05,63,31.40,31.40,19.0,33656.45
2019-01-06,51,0.50,0.50,3.0,33718.04
2019-01-07,3,0.00,0.00,0.0,33783.29
2019-01-08,51,1.50,1.50,9.0,33852.05
2019-01-09,61,3.70,3.70,6.0,33924.22
2019-01-10,71,0.10,0.00,1.0,33999.67
2019-01-11,3,0.00,0.00,0.0,34078.27
2019-01-12,3,0.00,0.00,0.0,34159.91
2019-01-13,3,0.00,0.00,0.0,34244.45
2019-01-14,3,0.00,0.00,0.0,34331.79
2019-01-15,3,0.00,0.00,0.0,34421.79
2019-01-16,2,0.00,0.00,0.0,34514.34
2019-01-17,3,0.00,0.00,0.0,34609.33
2019-01-18,73,2.90,1.00,10.0,34706.62
2019-01-19,51,0.40,0.40,2.0,34806.48
2019-01-20,65,38.80,38.80,17.0,34909.93
2019-01-21,3,0.00,0.00,0.0,35016.87
2019-01-22,3,0.00,0.00,0.0,35127.11
2019-01-23,3,0.00,0.00,0.0,35240.45
2019-01-24,63,29.70,29.70,15.0,35356.71
2019-01-25,3,0.00,0.00,0.0,35475.72
2019-01-26,3,0.00,0.00,0.0,35597.28
2019-01-27,3,0.00,0.00,0.0,35721.23
2019-01-28,3,0.00,0.00,0.0,35847.38
2019-01-29,53,1.80,1.80,4.0,35975.57
2019-01-30,71,3.00,2.60,7.0,36105.62
2019-01-31,2,0.00,0.00,0.0,36237.38
2019-02-01,3,0.00,0.00,0.0,36370.66
2019-02-02,3,0.00,0.00,0.0,36505.34
2019-02-03,3,0.00,0.00,0.0,36641.23
2019-02-04,3,0.00,0.00,0.0,36778.20
2019-02-05,3,0.00,0.00,0.0,36916.09
2019-02-06,53,2.00,2.00,3.0,37054.75
2019-02-07,63,9.20,9.20,10.0,37194.04
2019-02-08,51,1.90,1.90,10.0,37334.26
2019-02-09,2,0.00,0.00,0.0,37476.68
2019-02-10,3,0.00,0.00,0.0,37621.23
2019-02-11,3,0.00,0.00,0.0,37767.75
2019-02-12,75,13.00,7.60,14.0,37916.09
2019-02-13,63,10.60,10.60,7.0,38066.07
2019-02-14,3,0.00,0.00,0.0,38217.54
2019-02-15,3,0.00,0.00,0.0,38370.35
2019-02-16,51,0.10,0.10,1.0,38524.35
2019-02-17,3,0.00,0.00,0.0,38679.39
2019-02-18,73,6.90,5.10,19.0,38835.32
2019-02-19,3,0.00,0.00,0.0,38992.01
2019-02-20,73,6.60,0.20,10.0,39149.30
2019-02-21,63,12.30,12.30,8.0,39307.08
2019-02-22,3,0.00,0.00,0.0,39465.20
2019-02-23,3,0.00,0.00,0.0,39623.53
2019-02-24,63,18.20,18.20,14.0,39781.94
2019-02-25,3,0.00,0.00,0.0,39940.29
2019-02-26,3,0.00,0.00,0.0,40098.47
2019-02-27,3,0.00,0.00,0.0,40256.34
2019-02-28,73,1.10,0.00,4.0,40414.20
2019-03-01,73,1.50,0.00,7.0,40573.27
2019-03-02,75,10.70,2.50,13.0,40733.52
2019-03-03,75,3.50,0.10,5.0,40894.84
2019-03-04,75,19.90,8.90,8.0,41057.09
2019-03-05,1,0.00,0.00,0.0,41220.17
2019-03-06,3,0.00,0.00,0.0,41383.94
2019-03-07,3,0.00,0.00,0.0,41548.30
2019-03-08,3,0.00,0.00,0.0,41713.13
2019-03-09,3,0.00,0.00,0.0,41878.32
2019-03-10,73,15.30,13.80,11.0,42043.75
2019-03-11,3,0.00,0.00,0.0,42209.30
2019-03-12,2,0.00,0.00,0.0,42374.87
2019-03-13,3,0.00,0.00,0.0,42540.34
2019-03-14,51,0.10,0.10,1.0,42705.61
2019-03-15,61,10.20,10.20,11.0,42870.57
2019-03-16,51,0.40,0.40,1.0,43035.09
2019-03-17,3,0.00,0.00,0.0,43199.07
2019-03-18,2,0.00,0.00,0.0,43362.41
2019-03-19,3,0.00,0.00,0.0,43524.98
2019-03-20,3,0.00,0.00,0.0,43687.07
2019-03-21,53,1.90,1.90,6.0,43849.77
2019-03-22,63,21.70,21.70,17.0,44013.11
2019-03-23,71,1.10,0.20,8.0,44176.96
2019-03-24,3,0.00,0.00,0.0,44341.23
2019-03-25,51,0.10,0.10,1.0,44505.82
2019-03-26,3,0.00,0.00,0.0,44670.63
2019-03-27,3,0.00,0.00,0.0,44835.57
2019-03-28,3,0.00,0.00,0.0,45000.51
2019-03-29,3,0.00,0.00,0.0,45165.38
2019-03-30,3,0.00,0.00,0.0,45330.05
2019-03-31,63,8.80,8.80,8.0,45494.43
2019-04-01,2,0.00,0.00,0.0,45658.41
2019-04-02,51,0.60,0.60,3.0,45821.89
2019-04-03,63,11.00,11.00,9.0,45984.76
2019-04-04,3,0.00,0.00,0.0,46146.91
2019-04-05,55,5.20,5.20,8.0,46308.24
2019-04-06,61,5.00,5.00,6.0,46468.62
2019-04-07,3,0.00,0.00,0.0,46627.95
2019-04-08,63,11.00,11.00,8.0,46786.10
2019-04-09,61,2.70,2.70,3.0,46943.33
2019-04-10,3,0.00,0.00,0.0,47100.70
2019-04-11,3,0.00,0.00,0.0,47258.20
2019-04-12,51,0.90,0.90,6.0,47415.73
2019-04-13,63,13.20,13.20,11.0,47573.18
2019-04-14,61,3.00,3.00,6.0,47730.46
2019-04-15,63,18.00,18.00,10.0,47887.45
2019-04-16,3,0.00,0.00,0.0,48044.05
2019-04-17,51,0.20,0.20,2.0,48200.14
2019-04-18,51,0.60,0.60,3.0,48355.63
2019-04-19,51,0.30,0.30,3.0,48510.38
2019-04-20,63,16.50,16.50,18.0,48664.29
2019-04-21,53,3.80,3.80,9.0,48817.22
2019-04-22,63,21.00,21.00,14.0,48969.08
2019-04-23,53,2.00,2.00,4.0,49119.72
2019-04-24,55,1.10,1.10,2.0,49269.02
2019-04-25,3,0.00,0.00,0.0,49416.86
2019-04-26,63,22.00,22.00,15.0,49563.10
2019-04-27,63,9.00,9.00,11.0,49707.61
2019-04-28,53,2.30,2.30,6.0,49850.24
2019-04-29,51,0.20,0.20,1.0,49991.22
2019-04-30,61,8.00,8.00,9.0,50131.57
2019-05-01,51,1.10,1.10,7.0,50271.25
2019-05-02,51,0.20,0.20,2.0,50410.16
2019-05-03,51,0.90,0.90,4.0,50548.19
2019-05-04,63,12.00,12.00,15.0,50685.21
2019-05-05,63,23.40,23.40,19.0,50821.09
2019-05-06,61,5.00,5.00,4.0,50955.74
2019-05-07,51,0.20,0.20,1.0,51089.00
2019-05-08,51,0.70,0.70,4.0,51220.75
2019-05-09,3,0.00,0.00,0.0,51350.86
2019-05-10,51,0.20,0.20,2.0,51479.20
2019-05-11,61,3.40,3.40,4.0,51605.63
2019-05-12,63,24.90,24.90,22.0,51730.00
2019-05-13,63,16.00,16.00,15.0,51852.19
2019-05-14,55,2.40,2.40,8.0,51972.04
2019-05-15,53,2.80,2.80,10.0,52089.39
2019-05-16,51,1.00,1.00,4.0,52204.11
2019-05-17,53,1.00,1.00,4.0,52316.04
2019-05-18,51,0.10,0.10,1.0,52425.04
2019-05-19,3,0.00,0.00,0.0,52531.22
2019-05-20,3,0.00,0.00,0.0,52635.46
2019-05-21,2,0.00,0.00,0.0,52737.73
2019-05-22,3,0.00,0.00,0.0,52837.91
2019-05-23,51,0.10,0.10,1.0,52935.91
2019-05-24,51,0.20,0.20,2.0,53031.62
2019-05-25,3,0.00,0.00,0.0,53124.93
2019-05-26,63,5.50,5.50,8.0,53215.75
2019-05-27,3,0.00,0.00,0.0,53303.94
2019-05-28,63,8.90,8.90,6.0,53389.41
2019-05-29,63,7.90,7.90,7.0,53472.05
2019-05-30,63,11.40,11.40,6.0,53551.74
2019-05-31,51,1.00,1.00,5.0,53628.36
2019-06-01,3,0.00,0.00,0.0,53701.82
2019-06-02,53,1.50,1.50,5.0,53771.99
2019-06-03,61,2.30,2.30,2.0,53838.77
2019-06-04,3,0.00,0.00,0.0,53902.03
2019-06-05,63,3.70,3.70,4.0,53961.66
2019-06-06,63,6.20,6.20,10.0,54017.56
2019-06-07,3,0.00,0.00,0.0,54069.61
2019-06-08,3,0.00,0.00,0.0,54117.84
2019-06-09,3,0.00,0.00,0.0,54162.67
2019-06-10,63,9.70,9.70,8.0,54204.08
2019-06-11,63,20.60,20.60,12.0,54242.05
2019-06-12,3,0.00,0.00,0.0,54276.57
2019-06-13,63,15.60,15.60,10.0,54307.58
2019-06-14,61,1.80,1.80,5.0,54335.09
2019-06-15,51,0.40,0.40,2.0,54359.04
2019-06-16,51,1.70,1.70,9.0,54379.44
2019-06-17,51,0.70,0.70,5.0,54396.25
2019-06-18,65,31.60,31.60,22.0,54409.46
2019-06-19,61,6.50,6.50,9.0,54419.04
2019-06-20,61,12.90,12.90,15.0,54424.99
2019-06-21,61,8.60,8.60,16.0,54427.29
2019-06-22,51,0.10,0.10,1.0,54425.92
2019-06-23,2,0.00,0.00,0.0,54420.88
2019-06-24,3,0.00,0.00,0.0,54412.16
2019-06-25,63,18.70,18.70,11.0,54399.75
2019-06-26,51,0.90,0.90,3.0,54383.64
2019-06-27,2,0.00,0.00,0.0,54363.84
2019-06-28,3,0.00,0.00,0.0,54340.26
2019-06-29,55,1.00,1.00,1.0,54312.68
2019-06-30,51,0.40,0.40,2.0,54281.16
2019-07-01,3,0.00,0.00,0.0,54245.77
2019-07-02,3,0.00,0.00,0.0,54206.63
2019-07-03,51,0.30,0.30,2.0,54163.79
2019-07-04,3,0.00,0.00,0.0,54117.36
2019-07-05,3,0.00,0.00,0.0,54067.41
2019-07-06,61,2.20,2.20,3.0,54014.05
2019-07-07,51,0.10,0.10,1.0,53957.36
2019-07-08,51,0.10,0.10,1.0,53897.43
2019-07-09,3,0.00,0.00,0.0,53834.34
2019-07-10,3,0.00,0.00,0.0,53768.20
2019-07-11,53,2.00,2.00,8.0,53699.09
2019-07-12,63,15.80,15.80,8.0,53627.10
2019-07-13,0,0.00,0.00,0.0,53552.33
2019-07-14,3,0.00,0.00,0.0,53474.87
2019-07-15,3,0.00,0.00,0.0,53394.79
2019-07-16,3,0.00,0.00,0.0,53312.20
2019-07-17,61,5.40,5.40,5.0,53227.20
2019-07-18,63,19.50,19.50,24.0,53139.58
2019-07-19,61,1.80,1.80,2.0,53048.64
2019-07-20,3,0.00,0.00,0.0,52954.45
2019-07-21,63,3.50,3.50,2.0,52857.15
2019-07-22,63,4.90,4.90,6.0,52756.90
2019-07-23,63,14.80,14.80,13.0,52653.84
2019-07-24,61,9.10,9.10,7.0,52548.12
2019-07-25,3,0.00,0.00,0.0,52439.87
2019-07-26,3,0.00,0.00,0.0,52329.23
2019-07-27,3,0.00,0.00,0.0,52216.34
2019-07-28,2,0.00,0.00,0.0,52101.35
2019-07-29,3,0.00,0.00,0.0,51984.37
2019-07-30,3,0.00,0.00,0.0,51865.55
2019-07-31,3,0.00,0.00,0.0,51745.00
2019-08-01,3,0.00,0.00,0.0,51622.86
2019-08-02,3,0.00,0.00,0.0,51499.25
2019-08-03,51,0.40,0.40,2.0,51374.30
2019-08-04,53,0.60,0.60,2.0,51248.11
2019-08-05,3,0.00,0.00,0.0,51120.81
2019-08-06,51,1.30,1.30,6.0,50992.52
2019-08-07,65,14.40,14.40,12.0,50863.00
2019-08-08,61,6.10,6.10,7.0,50731.30
2019-08-09,51,0.20,0.20,1.0,50597.48
2019-08-10,3,0.00,0.00,0.0,50461.68
2019-08-11,3,0.00,0.00,0.0,50324.03
2019-08-12,3,0.00,0.00,0.0,50184.68
2019-08-13,61,10.70,10.70,15.0,50043.75
2019-08-14,53,0.80,0.80,1.0,49901.38
2019-08-15,3,0.00,0.00,0.0,49757.69
2019-08-16,3,0.00,0.00,0.0,49612.81
2019-08-17,61,4.50,4.50,12.0,49466.86
2019-08-18,51,1.00,1.00,5.0,49319.96
2019-08-19,3,0.00,0.00,0.0,49172.23
2019-08-20,3,0.00,0.00,0.0,49023.79
2019-08-21,53,1.30,1.30,4.0,48874.73
2019-08-22,53,1.10,1.10,4.0,48725.18
2019-08-23,55,4.10,4.10,11.0,48575.25
2019-08-24,1,0.00,0.00,0.0,48425.04
2019-08-25,51,0.50,0.50,5.0,48274.65
2019-08-26,3,0.00,0.00,0.0,48124.19
2019-08-27,3,0.00,0.00,0.0,47973.41
2019-08-28,63,19.10,19.10,14.0,47821.31
2019-08-29,51,0.50,0.50,2.0,47667.93
2019-08-30,2,0.00,0.00,0.0,47513.36
2019-08-31,3,0.00,0.00,0.0,47357.74
2019-09-01,3,0.00,0.00,0.0,47201.16
2019-09-02,63,15.50,15.50,10.0,47043.75
2019-09-03,51,0.40,0.40,1.0,46885.61
2019-09-04,53,1.10,1.10,3.0,46726.84
2019-09-05,3,0.00,0.00,0.0,46567.54
2019-09-06,55,5.40,5.40,11.0,46407.82
2019-09-07,51,0.50,0.50,3.0,46247.77
2019-09-08,3,0.00,0.00,0.0,46087.50
2019-09-09,51,0.30,0.30,2.0,45927.12
2019-09-10,3,0.00,0.00,0.0,45766.70
2019-09-11,3,0.00,0.00,0.0,45606.35
2019-09-12,61,4.60,4.60,6.0,45446.16
2019-09-13,3,0.00,0.00,0.0,45286.23
2019-09-14,55,2.60,2.60,3.0,45126.66
2019-09-15,53,1.30,1.30,4.0,44967.52
2019-09-16,51,0.10,0.10,1.0,44808.59
2019-09-17,1,0.00,0.00,0.0,44648.80
2019-09-18,3,0.00,0.00,0.0,44488.20
2019-09-19,1,0.00,0.00,0.0,44326.88
2019-09-20,2,0.00,0.00,0.0,44164.93
2019-09-21,3,0.00,0.00,0.0,44002.48
2019-09-22,3,0.00,0.00,0.0,43839.60
2019-09-23,51,0.10,0.10,1.0,43676.41
2019-09-24,63,9.50,9.50,6.0,43513.01
2019-09-25,0,0.00,0.00,0.0,43349.50
2019-09-26,63,6.90,6.90,3.0,43185.96
2019-09-27,3,0.00,0.00,0.0,43022.52
2019-09-28,3,0.00,0.00,0.0,42859.25
2019-09-29,3,0.00,0.00,0.0,42696.27
2019-09-30,3,0.00,0.00,0.0,42533.68
2019-10-01,51,0.20,0.20,2.0,42371.57
2019-10-02,55,2.50,2.50,7.0,42210.04
2019-10-03,61,7.30,7.30,16.0,42049.21
2019-10-04,53,2.70,2.70,6.0,41889.16
2019-10-05,1,0.00,0.00,0.0,41730.02
2019-10-06,51,0.10,0.10,1.0,41571.50
2019-10-07,3,0.00,0.00,0.0,41412.49
2019-10-08,55,2.60,2.60,8.0,41253.02
2019-10-09,63,21.90,21.90,20.0,41093.19
2019-10-10,61,8.00,8.00,9.0,40933.12
2019-10-11,55,1.50,1.50,4.0,40772.91
2019-10-12,3,0.00,0.00,0.0,40612.69
2019-10-13,3,0.00,0.00,0.0,40452.57
2019-10-14,63,8.20,8.20,8.0,40292.67
2019-10-15,2,0.00,0.00,0.0,40133.10
2019-10-16,65,45.20,45.20,7.0,39973.99
2019-10-17,53,0.90,0.90,1.0,39815.45
2019-10-18,3,0.00,0.00,0.0,39657.62
2019-10-19,3,0.00,0.00,0.0,39500.61
2019-10-20,61,8.70,8.70,7.0,39344.54
2019-10-21,55,2.60,2.60,5.0,39189.57
2019-10-22,51,0.80,0.80,3.0,39035.81
2019-10-23,55,4.00,4.00,7.0,38883.39
2019-10-24,0,0.00,0.00,0.0,38732.47
2019-10-25,3,0.00,0.00,0.0,38583.17
2019-10-26,3,0.00,0.00,0.0,38435.21
2019-10-27,65,34.10,34.10,12.0,38287.38
2019-10-28,3,0.00,0.00,0.0,38139.70
2019-10-29,51,0.70,0.70,6.0,37992.30
2019-10-30,51,1.40,1.40,12.0,37845.32
2019-10-31,61,6.80,6.80,14.0,37698.90
2019-11-01,61,3.60,3.60,3.0,37553.19
2019-11-02,3,0.00,0.00,0.0,37408.34
2019-11-03,3,0.00,0.00,0.0,37264.49
2019-11-04,3,0.00,0.00,0.0,37121.80
2019-11-05,63,14.10,14.10,7.0,36980.42
2019-11-06,2,0.00,0.00,0.0,36840.51
2019-11-07,55,2.60,2.60,4.0,36702.23
2019-11-08,51,0.70,0.70,3.0,36565.75
2019-11-09,3,0.00,0.00,0.0,36431.23
2019-11-10,3,0.00,0.00,0.0,36298.85
2019-11-11,3,0.00,0.00,0.0,36168.79
2019-11-12,73,5.50,3.30,10.0,36041.21
2019-11-13,2,0.00,0.00,0.0,35916.30
2019-11-14,3,0.00,0.00,0.0,35794.25
2019-11-15,3,0.00,0.00,0.0,35674.82
2019-11-16,3,0.00,0.00,0.0,35556.80
2019-11-17,51,0.40,0.40,3.0,35440.23
2019-11-18,53,1.30,1.30,5.0,35325.26
2019-11-19,61,5.70,5.70,5.0,35212.01
2019-11-20,51,2.50,2.50,11.0,35100.65
2019-11-21,3,0.00,0.00,0.0,34991.33
2019-11-22,61,5.00,5.00,5.0,34884.19
2019-11-23,3,0.00,0.00,0.0,34779.38
2019-11-24,63,57.70,57.70,21.0,34677.08
2019-11-25,2,0.00,0.00,0.0,34577.43
2019-11-26,3,0.00,0.00,0.0,34480.59
2019-11-27,55,2.10,2.10,4.0,34386.73
2019-11-28,51,0.40,0.40,3.0,34296.01
2019-11-29,3,0.00,0.00,0.0,34208.60
2019-11-30,3,0.00,0.00,0.0,34124.66
2019-12-01,73,15.70,15.00,9.0,34044.36
2019-12-02,73,11.50,11.00,20.0,33967.88
2019-12-03,73,4.00,0.00,11.0,33895.38
2019-12-04,3,0.00,0.00,0.0,33827.02
2019-12-05,51,0.30,0.30,2.0,33762.71
2019-12-06,51,0.10,0.10,1.0,33701.68
2019-12-07,3,0.00,0.00,0.0,33643.94
2019-12-08,3,0.00,0.00,0.0,33589.54
2019-12-09,63,37.70,37.70,20.0,33538.57
2019-12-10,63,13.60,13.60,18.0,33491.07
2019-12-11,75,14.20,6.20,14.0,33447.13
2019-12-12,3,0.00,0.00,0.0,33406.81
2019-12-13,61,6.80,6.80,12.0,33370.18
2019-12-14,65,48.40,48.40,16.0,33337.29
2019-12-15,3,0.00,0.00,0.0,33308.21
2019-12-16,71,0.10,0.00,1.0,33282.99
2019-12-17,75,26.70,22.30,24.0,33261.71
2019-12-18,73,1.50,0.40,6.0,33244.41
2019-12-19,3,0.00,0.00,0.0,33231.15
2019-12-20,0,0.00,0.00,0.0,33221.99
2019-12-21,3,0.00,0.00,0.0,33216.97
2019-12-22,2,0.00,0.00,0.0,33216.15
2019-12-23,3,0.00,0.00,0.0,33219.58
2019-12-24,2,0.00,0.00,0.0,33227.29
2019-12-25,3,0.00,0.00,0.0,33239.36
2019-12-26,51,0.10,0.10,1.0,33255.87
2019-12-27,3,0.00,0.00,0.0,33276.76
2019-12-28,3,0.00,0.00,0.0,33301.93
2019-12-29,61,3.40,3.40,4.0,33331.32
2019-12-30,63,32.40,32.40,24.0,33364.81
2019-12-31,51,1.20,1.20,5.0,33402.35
2020-01-01,51,0.20,0.20,1.0,33443.83
2020-01-02,3,0.00,0.00,0.0,33489.16
2020-01-03,53,3.40,3.40,11.0,33538.25
2020-01-04,53,6.90,6.90,19.0,33591.02
2020-01-05,53,2.40,2.40,6.0,33647.37
2020-01-06,71,0.20,0.10,2.0,33707.20
2020-01-07,73,4.70,3.60,4.0,33770.41
2020-01-08,71,2.60,2.30,5.0,33836.93
2020-01-09,3,0.00,0.00,0.0,33906.65
2020-01-10,3,0.00,0.00,0.0,33979.47
2020-01-11,3,0.00,0.00,0.0,34055.30
2020-01-12,53,1.70,1.70,6.0,34134.06
2020-01-13,51,0.60,0.60,4.0,34215.64
2020-01-14,53,1.30,1.30,3.0,34300.26
2020-01-15,51,0.20,0.20,1.0,34388.81
2020-01-16,53,2.90,2.90,7.0,34481.18
2020-01-17,2,0.00,0.00,0.0,34577.20
2020-01-18,73,8.70,5.80,8.0,34676.68
2020-01-19,61,2.70,2.70,6.0,34779.42
2020-01-20,3,0.00,0.00,0.0,34885.26
2020-01-21,3,0.00,0.00,0.0,34994.03
2020-01-22,0,0.00,0.00,0.0,35105.54
2020-01-23,3,0.00,0.00,0.0,35219.62
2020-01-24,3,0.00,0.00,0.0,35336.11
2020-01-25,63,10.80,10.80,11.0,35454.83
2020-01-26,3,0.00,0.00,0.0,35575.63
2020-01-27,3,0.00,0.00,0.0,35698.34
2020-01-28,3,0.00,0.00,0.0,35822.80
2020-01-29,3,0.00,0.00,0.0,35948.86
2020-01-30,3,0.00,0.00,0.0,36076.36
2020-01-31,51,0.20,0.20,1.0,36205.15
2020-02-01,55,3.70,3.70,6.0,36335.10
2020-02-02,71,0.70,0.60,6.0,36466.05
2020-02-03,3,0.00,0.00,0.0,36598.29
2020-02-04,51,0.70,0.70,5.0,36733.08
2020-02-05,53,2.30,2.30,7.0,36870.33
2020-02-06,61,16.90,16.90,23.0,37009.88
2020-02-07,61,9.30,9.30,12.0,37151.55
2020-02-08,3,0.00,0.00,0.0,37295.16
