"Year","County","Waterbody","Town","Month"," Number ","Species","Size (Inches)"
"2015","Lewis","Rome Reservoir","Lewis","October","4,000","Brown Trout","5.6"
"2015","Ulster","Rondout Creek","Denning","April","1,260","Brook Trout","8"
"2015","Ulster","Rondout Creek","Denning","May","1,360","Brook Trout","8"
"2015","Ulster","Rondout Creek","Wawarsing","April","1,410","Brown Trout","8.3"
"2015","Ulster","Rondout Creek","Wawarsing","April","1,280","Brown Trout","8.3"
"2015","Ulster","Rondout Creek","Wawarsing","April","120","Brown Trout","12.9"
"2015","Ulster","Rondout Creek","Wawarsing","April","390","Brown Trout","12.9"
"2015","Ulster","Rondout Creek","Wawarsing","May","640","Brown Trout","8.7"
"2015","Ulster","Rondout Creek","Wawarsing","May","300","Brown Trout","8.7"
"2015","Ulster","Rondout Creek","Wawarsing","May","120","Brown Trout","12.8"
"2015","Ulster","Rondout Creek","Wawarsing","May","170","Brown Trout","12.8"
"2015","Ulster","Rondout Creek","Wawarsing","April","1,650","Rainbow Trout","9"
"2015","Ulster","Rondout Reservoir","Denning Wawarsing","May","4,540","Brown Trout","8.8"
"2015","Allegany","Root Creek","Bolivar","April","860","Brown Trout","8.9"
"2015","Hamilton","Ross Pond","Indian Lake","September","800","Brook Trout","3.75"
"2015","St Lawrence","Round Lake","Fine","October","1,400","Brook Trout","4.5"
"2015","Saratoga","Round Lake","Round Lake","August","1,600","Tiger Muskellunge","7"
"2015","Oneida","Round Pond","Forestport","September","500","Brook Trout","4.2"
"2015","Warren","Round Pond","Horicon","May","300","Rainbow Trout","8.1"
"2015","Essex","Round Pond","Keene","May","500","Brook Trout","2.5"
"2015","Orange","Round Pond","Monroe","April","860","Brown Trout","8.8"
"2015","St Lawrence","Round Pond","Piercefield","September","100","Brook Trout","4"
"2015","Allegany","Rushford Camp Pond","New Hudson","May","90","Brook Trout","10"
"2015","Allegany","Rushford Camp Pond","New Hudson","May","90","Brook Trout","10"
"2015","Allegany","Rushford Lake","Caneadea","May","1,540","Brown Trout","9.4"
"2015","Allegany","Rushford Lake","Caneadea","May","3,800","Rainbow Trout","9.5"
"2015","Orange","Rutgers Creek","Greenville","March","340","Brown Trout","8.3"
"2015","Orange","Rutgers Creek","Greenville","March","200","Brown Trout","13.1"
"2015","Orange","Rutgers Creek","Greenville","March","3,100","Rainbow Trout","8.9"
"2015","Hamilton","S Upper Pine Pond","Wells","September","200","Brook Trout","3.75"
"2015","Wayne","S. Sanford (cooperator-Otsego)","Wolcott","May","30,000","Walleye","0.4"
"2015","Hamilton","Sacandaga Lake","Lake Pleasant","April","1,280","Brown Trout","8.3"
"2015","Hamilton","Sacandaga Lake","Lake Pleasant","May","2,800","Lake Trout","6.2"
"2015","Hamilton","Sacandaga Lake","Lake Pleasant","June","32,000","Walleye","1.5"
"2015","Hamilton","Sacandaga River","Wells","May","1,030","Brown Trout","8.1"
"2015","Hamilton","Sacandaga River","Wells","May","1,630","Brown Trout","8.1"
"2015","Hamilton","Sacandaga River","Wells","May","1,710","Brown Trout","8.1"
"2015","Hamilton","Sacandaga River","Wells","May","500","Brown Trout","13.4"
"2015","Franklin","Saint Regis Falls Fish and Gam","Waverly","May","100","Rainbow Trout","8.6"
"2015","Franklin","Saint Regis Pond","Santa Clara","May","2,000","Splake","8"
"2015","Cayuga","Salmon Creek","Genoa","April","1,710","Brown Trout","9"
"2015","Cayuga","Salmon Creek","Genoa","April","150","Brown Trout","14.1"
"2015","Tompkins","Salmon Creek","Lansing","April","150","Brown Trout","14.1"
"2015","Tompkins","Salmon Creek","Lansing","March","2,650","Brown Trout","8.8"
"2015","Tompkins","Salmon Creek","Lansing","May","10,000","Rainbow Trout","6.2"
"2015","Tompkins","Salmon Creek","Lansing","October","20,000","Rainbow Trout","2.5"
"2015","Monroe","Salmon Creek","Parma","April","3,580","Steelhead","5.2"
"2015","Herkimer","Salmon Lake","webb","May","300","Landlocked Salmon","6.8"
"2015","Franklin","Salmon River","Malone","April","860","Brown Trout","8"
"2015","Franklin","Salmon River","Malone","April","3,420","Brown Trout","8"
"2015","Franklin","Salmon River","Malone","April","3,590","Brown Trout","8"
"2015","Franklin","Salmon River","Malone","May","5,310","Brown Trout","7.9"
"2015","Franklin","Salmon River","Malone","May","3,450","Brown Trout","8.1"
"2015","Franklin","Salmon River","Malone","May","280","Brown Trout","13.1"
"2015","Franklin","Salmon River","Malone","May","450","Brown Trout","13.1"
"2015","Franklin","Salmon River","Malone","June","4,500","Rainbow Trout","9.8"
"2015","Franklin","Salmon River","Malone","June","2,100","Rainbow Trout","9.8"
"2015","Franklin","Salmon River","Malone","May","2,700","Rainbow Trout","8.6"
"2015","Clinton","Salmon River","Peru","April","390","Brown Trout","8"
"2015","Clinton","Salmon River","Peru","May","100","Brown Trout","13.1"
"2015","Oswego","Salmon River","Redfield","April","520","Brook Trout","9.3"
"2015","Oswego","Salmon River","Redfield","April","390","Brook Trout","9.3"
"2015","Oswego","Salmon River","Redfield","June","1,200","Brown Trout","13.1"
"2015","Oswego","Salmon River","Redfield","April","700","Rainbow Trout","8.3"
"2015","Oswego","Salmon River","Redfield","April","450","Rainbow Trout","8.3"
"2015","Oswego","Salmon River","Richland","June","360,000","Chinook","3.7"
"2015","Franklin","Salmon River","Westville","August","1,000","Lake Sturgeon","7.5"
"2015","Hamilton","Sampson Lake","Arietta","September","2,500","Brook Trout","4.4"
"2015","Saratoga","Sand Creek","Edinburg","May","430","Brown Trout","7.9"
"2015","Sullivan","Sandburg Creek","Fallsburg","April","210","Brown Trout","8.4"
"2015","Sullivan","Sandburg Creek","Fallsburg","April","730","Brown Trout","8.4"
"2015","Sullivan","Sandburg Creek","Fallsburg","April","20","Brown Trout","12.8"
"2015","Sullivan","Sandburg Creek","Fallsburg","April","70","Brown Trout","12.8"
"2015","Sullivan","Sandburg Creek","Fallsburg","May","210","Brown Trout","8.8"
"2015","Sullivan","Sandburg Creek","Fallsburg","May","90","Brown Trout","8.8"
"2015","Ulster","Sandburg Creek","Wawarsing","April","860","Brown Trout","8.3"
"2015","Ulster","Sandburg Creek","Wawarsing","April","1,030","Brown Trout","8.3"
"2015","Ulster","Sandburg Creek","Wawarsing","April","100","Brown Trout","13"
"2015","Ulster","Sandburg Creek","Wawarsing","April","100","Brown Trout","13"
"2015","Ulster","Sandburg Creek","Wawarsing","May","130","Brown Trout","8.7"
"2015","Ulster","Sandburg Creek","Wawarsing","May","210","Brown Trout","8.7"
"2015","Jefferson","Sandy Creek","Adams","May","1,710","Brown Trout","7.8"
"2015","Jefferson","Sandy Creek","Adams","May","940","Brown Trout","7.8"
"2015","Jefferson","Sandy Creek","Adams","May","380","Brown Trout","13.4"
"2015","Monroe","Sandy Creek","Hamlin","May","110,000","Chinook","2.9"
"2015","Monroe","Sandy Creek","Hamlin","October","19,320","Coho","4.4"
"2015","Monroe","Sandy Creek","Hamlin","April","10,380","Steelhead","5.2"
"2015","Madison","Sangerfield River","Hamilton","April","510","Brown Trout","7.8"
"2015","Madison","Sangerfield River","Hamilton","April","1,720","Brown Trout","7.8"
"2015","Madison","Sangerfield River","Hamilton","April","190","Brown Trout","12.4"
"2015","Clinton","Saranac River","Black Brook","May","3,290","Brown Trout","7.9"
"2015","Clinton","Saranac River","Black Brook","May","810","Brown Trout","13.1"
"2015","Clinton","Saranac River","Black Brook","May","3,800","Rainbow Trout","8.6"
"2015","Franklin","Saranac River","Harrietstown","May","250","Brown Trout","13.4"
"2015","Franklin","Saranac River","Harrietstown","April","400","Rainbow Trout","8.2"
"2015","Clinton","Saranac River","Plattsburgh","May","1,750","Brown Trout","7.9"
"2015","Clinton","Saranac River","Plattsburgh","April","45,000","Landlocked Salmon","0.5"
"2015","Clinton","Saranac River","Plattsburgh","May","158,000","Landlocked Salmon","1"
"2015","Clinton","Saranac River","Saranac","April","2,310","Brown Trout","8.4"
"2015","Clinton","Saranac River","Saranac","May","260","Brown Trout","13.1"
"2015","Essex","Saranac River","St. Armand","June","400","Brown Trout","13"
"2015","Essex","Saranac River","St. Armand","June","100","Rainbow Trout","13"
"2015","Essex","Saranac River","St. Armand","June","300","Rainbow Trout","13"
"2015","Essex","Saranac River","St. Armand","May","200","Rainbow Trout","13"
"2015","Essex","Saranac River","St. Armand","May","200","Rainbow Trout","18"
"2015","Essex","Saranac River","St. Armand","September","500","Rainbow Trout","14"
"2015","Essex","Saranac River","St. Armand","April","1,750","Brown Trout","8"
"2015","Essex","Saranac River","St. Armand","May","100","Brown Trout","13.4"
"2015","Essex","Saranac River","St. Armand","April","2,050","Rainbow Trout","8.4"
"2015","Saratoga","Saratoga Lake","Stillwater","May","11,509,680","Walleye","0.4"
"2015","Cortland","Sargent Pond","Truxton","November","1,400","Rainbow Trout","6.9"
"2015","Oneida","Sauquoit Creek","New Hartford","April","1,110","Brown Trout","7.8"
"2015","Oneida","Sauquoit Creek","New Hartford","April","2,230","Brown Trout","7.8"
"2015","Oneida","Sauquoit Creek","New Hartford","April","330","Brown Trout","12.4"
"2015","Oneida","Sauquoit Creek","New Hartford","May","1,200","Brown Trout","8.2"
"2015","Oneida","Sauquoit Creek","New Hartford","May","730","Brown Trout","8.2"
"2015","Dutchess","Sawkill","Red Hook","March","300","Brown Trout","8.3"
"2015","Ulster","Sawkill Creek","Woodstock","April","920","Brown Trout","8.1"
"2015","Ulster","Sawkill Creek","Woodstock","April","540","Brown Trout","8.1"
"2015","Ulster","Sawkill Creek","Woodstock","April","80","Brown Trout","13.2"
"2015","Ulster","Sawkill Creek","Woodstock","April","130","Brown Trout","13.2"
"2015","Ulster","Sawkill Creek","Woodstock","May","170","Brown Trout","8.8"
"2015","Ulster","Sawkill Creek","Woodstock","May","210","Brown Trout","8.8"
"2015","Otsego","Schenevus Creek","Maryland","April","3,850","Brown Trout","8"
"2015","Otsego","Schenevus Creek","Maryland","April","500","Brown Trout","13"
"2015","Greene","Schoharie Creek","Jewett","April","430","Brown Trout","8.1"
"2015","Greene","Schoharie Creek","Jewett","April","100","Brown Trout","13.1"
"2015","Greene","Schoharie Creek","Jewett","May","390","Brown Trout","8.7"
"2015","Greene","Schoharie Creek","Jewett Hunter","April","1,030","Brown Trout","8.1"
"2015","Greene","Schoharie Creek","Jewett Hunter","April","200","Brown Trout","13.1"
"2015","Greene","Schoharie Creek","Jewett Hunter","May","1,030","Brown Trout","8.7"
"2015","Greene","Schoharie Creek","Jewett Lexington","April","940","Brown Trout","8.1"
"2015","Greene","Schoharie Creek","Jewett Lexington","April","200","Brown Trout","13.1"
"2015","Greene","Schoharie Creek","Jewett Lexington","May","940","Brown Trout","8.7"
"2015","Greene","Schoharie Creek","Lexington","April","2,180","Brown Trout","8.1"
"2015","Greene","Schoharie Creek","Lexington","April","400","Brown Trout","13.1"
"2015","Greene","Schoharie Creek","Lexington","May","2,180","Brown Trout","8.7"
"2015","Essex","Schroon Lake","Schroon","May","6,600","Lake Trout","6.6"
"2015","Essex","Schroon Lake","Schroon","May","3,100","Landlocked Salmon","7"
"2015","Warren","Schroon River","Bolton Brant Lk Chester Horicon","May","2,230","Brown Trout","8.1"
"2015","Warren","Schroon River","Bolton Brant Lk Chester Horicon","May","2,230","Brown Trout","8.1"
"2015","Warren","Schroon River","Bolton Brant Lk Chester Horicon","May","500","Brown Trout","13.4"
"2015","Warren","Schroon River","Bolton Brant Lk Chester Horicon","April","2,500","Rainbow Trout","8.4"
"2015","Warren","Schroon River","Bolton Brant Lk Chester Horicon","April","2,500","Rainbow Trout","8.4"
"2015","Essex","Schroon River","North Hudson","April","700","Brook Trout","7"
"2015","Essex","Schroon River","North Hudson","July","800","Brook Trout","9"
"2015","Essex","Schroon River","North Hudson","July","300","Brown Trout","13"
"2015","Essex","Schroon River","North Hudson","June","300","Brown Trout","13"
"2015","Essex","Schroon River","North Hudson","May","1,630","Brown Trout","8.4"
"2015","Warren","Schroon River","Riverbank","May","400","Brook Trout","10"
"2015","Warren","Schroon River","Riverbank","May","415","Brook Trout","10"
"2015","Warren","Schroon River","Riverbank","May","400","Rainbow Trout","9.2"
"2015","Warren","Schroon River","Riverbank","May","200","Rainbow Trout","15"
"2015","Essex","Schroon River","Schroon","May","950","Brook Trout","8"
"2015","Essex","Schroon River","Schroon","May","700","Brown Trout","13"
"2015","Essex","Schroon River","Schroon","May","28,000","Landlocked Salmon","1"
"2015","Warren","Schroon River","Starbuckville","May","305","Brook Trout","10"
"2015","Warren","Schroon River","Starbuckville","May","400","Brook Trout","10"
"2015","Warren","Schroon River","Starbuckville","May","600","Rainbow Trout","9.2"
"2015","Warren","Schroon River","Tumblehead Falls","May","600","Brook Trout","11"
"2015","Warren","Schroon River","Tumblehead Falls","May","600","Rainbow Trout","9.2"
"2015","Warren","Schroon River","Warrensburg/Grist Mill","May","700","Rainbow Trout","9"
"2015","Cattaraugus","Science Lake","Red House","April","210","Brown Trout","8.7"
"2015","Cattaraugus","Science Lake","Red House","March","210","Brown Trout","8.5"
"2015","Oneida","Sconondoa Creek","Vernon","April","980","Brown Trout","7.9"
"2015","Oneida","Sconondoa Creek","Vernon","April","640","Brown Trout","7.9"
"2015","Clinton","Scribner Pond","Plattsburgh","May","100","Rainbow Trout","8.6"
"2015","Rensselaer","Second Pond","Grafton","April","430","Brown Trout","8.3"
"2015","Warren","Second Pond","Johnsburg","September","1,400","Brook Trout","4.6"
"2015","Seneca","Seneca Lake","Fayette","April","13,400","Lake Trout","8.7"
"2015","Seneca","Seneca Lake","Fayette","October","26,800","Lake Trout","6.1"
"2015","Seneca","Seneca Lake","Fayette","April","24,000","Landlocked Salmon","6.7"
"2015","Seneca","Seneca Lake","Lodi","March","18,480","Brown Trout","8.1"
"2015","Seneca","Seneca Lake","Lodi","September","43,000","Brown Trout","5.4"
"2015","Cayuga","Seneca River","Mentz","September","6,000","Tiger Muskellunge","9.4"
"2015","Cayuga","Seneca River","Mentz","June","24,000","Walleye","1.5"
"2015","Onondaga","Seneca River","Van Buren","September","6,800","Tiger Muskellunge","9.4"
"2015","Hamilton","Seventh Lake","Inlet","June","300","Landlocked Salmon","7"
"2015","Hamilton","Seventh Lake","Inlet","May","800","Landlocked Salmon","7"
"2015","Hamilton","Seventh Lake","Inlet","May","3,800","Rainbow Trout","9"
"2015","Hamilton","Shallow Lake","Long Lake","September","6,400","Brook Trout","4.2"
"2015","Rensselaer","Shaver Pond","Grafton","June","1,000","Rainbow Trout","8.8"
"2015","Essex","Shaw Pond","Newcomb","September","1,000","Brook Trout","4"
"2015","Orange","Shawangunk Kill","Crawford","March","1,290","Brown Trout","8.3"
"2015","Orange","Shawangunk Kill","Crawford","March","100","Brown Trout","13.1"
"2015","Orange","Shawangunk Kill","Crawford","March","280","Brown Trout","13.1"
"2015","Orange","Shawangunk Kill","Crawford","March","3,700","Rainbow Trout","8.8"
"2015","Orange","Shawangunk Kill","Crawford","March","1,200","Rainbow Trout","8.8"
"2015","Orange","Shingle Kill","Deerpark","April","850","Brown Trout","8.3"
"2015","Essex","Shingle Tree Pond","North Hudson","October","150","Brook Trout","4.3"
"2015","Warren","Shiras Pond","Thurman","September","300","Brook Trout","4.6"
"2015","Putnam","Shrub Oak Brook","Putnam Valley","April","210","Brown Trout","8.1"
"2015","Lewis","Silver Dawn Lake","Diana","September","200","Brook Trout","4.6"
"2015","Hamilton","Silver Lake","Benson","May","1,850","Brook Trout","2.5"
"2015","St Lawrence","Simmons Pond","Clifton","October","200","Brook Trout","4.5"
"2015","Chemung","Sing Sing Creek","Big Flats","April","40","Brown Trout","9.6"
"2015","Chemung","Sing Sing Creek","Big Flats","April","170","Brown Trout","9.6"
"2015","Chemung","Sing Sing Creek","Big Flats","March","170","Brown Trout","8.7"
"2015","Chemung","Sing Sing Creek","Big Flats","March","770","Brown Trout","8.7"
"2015","Chemung","Sing Sing Creek","Big Flats","March","50","Brown Trout","12.9"
"2015","Chemung","Sing Sing Creek","Big Flats","March","100","Brown Trout","12.9"
"2015","Albany","Six Mile Waterworks","Albany","April","2,000","Rainbow Trout","8.9"
"2015","Jefferson","Sixberry Lake","Theresa","May","650","Lake Trout","6.2"
"2015","Jefferson","Sixberry Lake","Theresa","May","500","Landlocked Salmon","7"
"2015","Tompkins","Sixmile Creek","Caroline","April","200","Brown Trout","14.1"
"2015","Tompkins","Sixmile Creek","Caroline","March","1,370","Brown Trout","8.8"
"2015","Hamilton","Sixth Lake","Inlet","May","1,300","Rainbow Trout","9"
"2015","Jefferson","Sixtown Pond","Henderson","May","459,680","Walleye","0.4"
"2015","Orange","Skanatati Lake","Tuxedo","April","430","Brown Trout","8.3"
"2015","Onondaga","Skaneateles Creek","NULL","April","550","Rainbow Trout","10.4"
"2015","Onondaga","Skaneateles Creek","NULL","March","550","Rainbow Trout","10.4"
"2015","Onondaga","Skaneateles Creek","NULL","May","7,000","Rainbow Trout","5"
"2015","Onondaga","Skaneateles Creek","NULL","May","1,100","Rainbow Trout","10.4"
"2015","Onondaga","Skaneateles Lake","Spafford","April","9,000","Landlocked Salmon","7.1"
"2015","Onondaga","Skaneateles Lake","Spafford","June","2,000","Landlocked Salmon","7"
"2015","Onondaga","Skaneateles Lake","Spafford","April","15,000","Rainbow Trout","7.9"
