"Year","County","Waterbody","Town","Month"," Number ","Species","Size (Inches)"
"2021","Delaware","Little Pond","Andes","April","170","Rainbow Trout","8.9"
"2021","Delaware","Little Pond","Andes","April","200","Brown Trout","13.7"
"2021","Delaware","Little Pond","Andes","November","144","Brown Trout","15.8"
"2021","St Lawrence","Little River","Canton","April","1,440","Brown Trout","8.5"
"2021","St Lawrence","Little River","Canton Russell","April","160","Brown Trout","13.5"
"2021","St Lawrence","Little River","Fine","May","1,400","Brook Trout","9"
"2021","St Lawrence","Little River","Fine","May","110","Brown Trout","13"
"2021","St Lawrence","Little River","Fine","May","1,020","Brown Trout","9"
"2021","Hamilton","Little Rock Lake","Morehouse","September","300","Brook Trout","3.7"
"2021","Essex","Little Rock Pond","Ticonderoga","September","500","Brook Trout","3.9"
"2021","Herkimer","Little Rock Pond","Webb","October","700","Brook Trout","4.6"
"2021","Herkimer","Little Salmon Lake","Ohio","September","1,000","Brook Trout","3.7"
"2021","Franklin","Little Salmon River","Moira & Bangor","May","150","Brown Trout","13.1"
"2021","Wyoming","Little Tonawanda Creek","Middlebury","March","40","Brown Trout","13.3"
"2021","Wyoming","Little Tonawanda Creek","Middlebury","March","380","Brown Trout","9"
"2021","St Lawrence","Little Trout Pond","Piercefield","October","1,200","Brook Trout","4"
"2021","Franklin","Little Trout River","Burke Bellmont","April","360","Brown Trout","8.5"
"2021","Franklin","Little Trout River","Burke Bellmont","April","40","Brown Trout","13.5"
"2021","Franklin","Little Trout River","Burke Constable","April","780","Brown Trout","8.5"
"2021","Franklin","Little Trout River","Burke Constable","April","90","Brown Trout","13.5"
"2021","Franklin","Little Wolf Lake","Tupper Lake","June","2,080","Walleye","1.5"
"2021","Cortland","Little York Lake","Homer","April","700","Brown Trout","9.3"
"2021","Cortland","Little York Lake","Homer","April","4,190","Brown Trout","8.1"
"2021","Cortland","Little York Lake","Homer","November","7,875","Brown Trout","6.7"
"2021","Sullivan","Loch Sheldrake","Fallsburg","April","930","Brown Trout","8.8"
"2021","St Lawrence","Long Lake","Fine","October","1,000","Brook Trout","4"
"2021","Hamilton","Long Lake","Morehouse","September","1,000","Brook Trout","4.1"
"2021","St Lawrence","Long Pond","Colton","October","1,200","Brook Trout","4"
"2021","Rensselaer","Long Pond","Grafton","May","1,860","Brown Trout","8.9"
"2021","Warren","Long Pond","Horicon","September","1,600","Brook Trout","3.9"
"2021","Essex","Long Pond","North Elba","May","190","Brown Trout","8"
"2021","Essex","Long Pond","North Elba","October","600","Brook Trout","4"
"2021","St Lawrence","Long Pond","Parishville","October","900","Brook Trout","4"
"2021","Fulton","Long Pond","Stratford","September","400","Brook Trout","4.1"
"2021","Franklin","Long Pond","Waverly","October","1,000","Brook Trout","3.9"
"2021","Hamilton","Loomis Pond","Arietta","May","1,200","Brook Trout","2.5"
"2021","Franklin","Loon Pond","Brighton","October","1,100","Brook Trout","4"
"2021","Hamilton","Lost Lake","Arietta","September","150","Brook Trout","3.8"
"2021","Franklin","Lost Pond","Brighton","May","300","Brook Trout","2"
"2021","Essex","Lost Pond","Ticonderoga","May","870","Rainbow Trout","8.3"
"2021","Essex","Lost Pond","Ticonderoga","May","470","Brown Trout","8.3"
"2021","Hamilton","Lost Ponds","Inlet","September","1,000","Brook Trout","3.8"
"2021","Essex","Lower Cascade Brook","Keene","May","300","Brook Trout","8"
"2021","Essex","Lower Cascade Lake","Keene","September","1,500","Brook Trout","4"
"2021","Chautauqua","Lower Cascade Lake","Stockton","October","500","Muskellunge","8.8"
"2021","Hamilton","Lower Mitchell Pond","Inlet","May","330","Brown Trout","8.4"
"2021","Niagara","Lower Niagara River","Lewiston","April","53,380","Steelhead","4.7"
"2021","Niagara","Lower Niagara River","Lewiston","June","23,200","Walleye","1.2"
"2021","Niagara","Lower Niagara River","Lewiston","June","440","Walleye","1.2"
"2021","Niagara","Lower Niagara River","Porter","April","17,500","Brown Trout","7.8"
"2021","Niagara","Lower Niagara River","Porter","April","17,500","Brown Trout","7.6"
"2021","Niagara","Lower Niagara River","Porter","June","13,400","Brown Trout","8.6"
"2021","Niagara","Lower Niagara River","Porter","June","72,660","Brown Trout","4.1"
"2021","Niagara","Lower Niagara River","Porter","May","19,219","Steelhead","4.5"
"2021","Niagara","Lower Niagara River","Porter","May","50,000","Chinook","3.6"
"2021","Niagara","Lower Niagara River","Porter","May","12,000","Steelhead","5.4"
"2021","Essex","Lower Preston Pond","Newcomb","October","900","Brook Trout","4"
"2021","Warren","Lower Siamese Lake","Johnsburg","May","440","Rainbow Trout","10.1"
"2021","Warren","Lower Siamese Lake","Johnsburg","October","1,500","Brook Trout","3.8"
"2021","Warren","Lower Twin Pond","Johnsburg","October","800","Brook Trout","3.8"
"2021","Essex","Lower Twin Pond","North Hudson","September","250","Brook Trout","3.9"
"2021","Orange","Lusk Reservoir","Highlands","April","420","Brown Trout","8.7"
"2021","Herkimer","Lyon Lake","Webb","October","2,000","Brook Trout","4.6"
"2021","Oneida","Mad River","Camden","April","220","Brown Trout","8.7"
"2021","Oneida","Mad River","Camden","April","1,940","Brown Trout","13.5"
"2021","Rockland","Mahwah River","Ramapo","March","660","Brown Trout","8.8"
"2021","Rockland","Mahwah River","Ramapo","March","70","Brown Trout","13.4"
"2021","Erie","Main Park Pond - Village of Cl","Clarence","April","260","Rainbow Trout","8.9"
"2021","Schoharie","Mallet Pond","Fulton","April","210","Brown Trout","8.8"
"2021","Schoharie","Mallet Pond","Fulton","April","200","Rainbow Trout","8.9"
"2021","Franklin","Malone Village Pond","Malone","April","90","Rainbow Trout","9.1"
"2021","Franklin","Malone Village Pond","Malone","May","90","Brown Trout","9.5"
"2021","Franklin","Malone Village Pond","Malone","May","150","Brown Trout","12.8"
"2021","Cattaraugus","Mansfield Creek","Mansfield","April","290","Brown Trout","9.2"
"2021","Cattaraugus","Mansfield Creek","Mansfield","April","30","Brown Trout","13.1"
"2021","Essex","Marion Pond","North Hudson","May","350","Brook Trout","2"
"2021","Nassau","Massapequa Reservoir","Oyster Bay","April","470","Brown Trout","8.9"
"2021","Nassau","Massapequa Reservoir","Oyster Bay","April","300","Brown Trout","13.7"
"2021","Nassau","Massapequa Reservoir","Oyster Bay","April","780","Rainbow Trout","8.9"
"2021","Nassau","Massapequa Reservoir","Oyster Bay","March","440","Rainbow Trout","9.2"
"2021","Nassau","Massapequa Reservoir","Oyster Bay","March","300","Brown Trout","13.2"
"2021","Nassau","Massapequa Reservoir","Oyster Bay","November","560","Brown Trout","12.2"
"2021","Nassau","Massapequa Reservoir","Oyster Bay","October","640","Brown Trout","12.2"
"2021","St Lawrence","Massawepie Lake","Piercefield","October","5,880","Round Whitefish","5"
"2021","Wayne","Maxwell Creek","Sodus","April","12,750","Steelhead","4.7"
"2021","Hamilton","Mccombs Pond","Wells","September","300","Brook Trout","3.9"
"2021","Essex","McKenzie Brook","Moriah","April","300","Brook Trout","8"
"2021","Essex","Mckenzie Pond","N. Elba St. Armand","April","250","Landlocked Salmon","6.5"
"2021","Herkimer","Md Settlement Lake","Webb","October","600","Brook Trout","3.9"
"2021","Franklin","Meacham Lake","Duane","April","1,150","Splake","7.8"
"2021","Franklin","Meadow Pond","Harrietstown","October","900","Brook Trout","4"
"2021","Steuben","Meads Creek","Campbell","March","190","Brown Trout","13.4"
"2021","Steuben","Meads Creek","Campbell","March","1,730","Brown Trout","8.8"
"2021","Hamilton","Meco Lake","Benson","September","350","Brook Trout","4.1"
"2021","Hamilton","Metcalf Lake","Morehouse","September","2,800","Brook Trout","3.7"
"2021","Washington","Mettawee River","Whitehall","April","220","Brown Trout","13.7"
"2021","Washington","Mettawee River","Whitehall","April","220","Brown Trout","13.3"
"2021","Washington","Mettawee River","Whitehall","April","1,770","Rainbow Trout","9.7"
"2021","Washington","Mettawee River","Whitehall","April","1,840","Rainbow Trout","9.6"
"2021","Washington","Mettawee River","Whitehall","June","5,000","Rainbow Trout","3.8"
"2021","Washington","Mettawee River","Whitehall","May","300","Rainbow Trout","8.8"
"2021","Washington","Mettawee River","Whitehall","May","220","Brown Trout","13.1"
"2021","Washington","Mettawee River","Whitehall","May","340","Rainbow Trout","8.8"
"2021","Washington","Mettawee River","Whitehall","May","1,840","Rainbow Trout","9.1"
"2021","Washington","Mettawee River","Whitehall","May","300","Rainbow Trout","8.8"
"2021","Washington","Mettawee River","Whitehall","May","300","Rainbow Trout","8.8"
"2021","Washington","Mettawee River","Whitehall","May","220","Brown Trout","13.3"
"2021","Washington","Mettawee River","Whitehall","May","1,940","Rainbow Trout","9"
"2021","Washington","Mettawee River","Whitehall","November","5,360","Rainbow Trout","7"
"2021","Washington","Mettawee River","Whitehall","November","6,890","Rainbow Trout","7"
"2021","Westchester","Mianus River","Bedford","March","50","Brown Trout","13.2"
"2021","Westchester","Mianus River","Bedford","March","460","Brown Trout","8.8"
"2021","Herkimer","Middle Branch Lake","Webb","October","1,200","Brook Trout","3.9"
"2021","Herkimer","Middle Branch Moose River","Webb","May","720","Brook Trout","8.4"
"2021","Herkimer","Middle Branch Moose River","Webb","May","720","Brook Trout","8.4"
"2021","Putnam","Middle Branch Reservoir","Southeast","September","2,200","Tiger Muskellunge","11.1"
"2021","Chautauqua","Middle Cassadaga Lake","Stockton","October","150","Muskellunge","8.8"
"2021","Hamilton","Middle Lake","Hope","September","1,100","Brown Trout","5.8"
"2021","Hamilton","Middle Metcalf Chain Lake","Morehouse","September","400","Brook Trout","3.7"
"2021","Hamilton","Middle Sargent Pond","Arietta","September","700","Brook Trout","3.8"
"2021","Fulton","Middle Sprite Creek","Oppenheim Stratford","April","250","Brown Trout","8.7"
"2021","Fulton","Middle Sprite Creek","Oppenheim Stratford","April","30","Brown Trout","13.5"
"2021","Clinton","Military Pond","Black Brook","May","600","Brown Trout","8"
"2021","Essex","Mill Brook","Moriah","April","200","Brown Trout","13"
"2021","Essex","Mill Brook","Moriah","April","670","Brown Trout","9"
"2021","Essex","Mill Brook","Moriah","May","100","Brown Trout","12.8"
"2021","Ulster","Mill Brook","Rochester","April","30","Brown Trout","13.7"
"2021","Ulster","Mill Brook","Rochester","April","370","Brown Trout","8.9"
"2021","Chenango","Mill Brook Reservoir","New Berlin","April","150","Brown Trout","13.5"
"2021","Chenango","Mill Brook Reservoir","New Berlin","April","1,740","Rainbow Trout","9"
"2021","Chautauqua","Mill Creek","Gerry","April","50","Brown Trout","13.1"
"2021","Chautauqua","Mill Creek","Gerry","April","470","Rainbow Trout","9.4"
"2021","Warren","Mill Creek","Johnsburg","April","70","Brown Trout","13.5"
"2021","Warren","Mill Creek","Johnsburg","April","600","Brown Trout","8.7"
"2021","Hamilton","Mill Creek","Wells","May","550","Brown Trout","8.7"
"2021","Hamilton","Mill Creek","Wells","May","60","Brown Trout","12.8"
"2021","Hamilton","Mill Creek","Wells","May","60","Brown Trout","12.8"
"2021","Warren","Mill Creek 1","Johnsburg","April","575","Brook Trout","10"
"2021","Warren","Mill Creek 1","Johnsburg","April","58","Brook Trout","10"
"2021","Warren","Mill Creek 2","Johnsburg","April","575","Brook Trout","10.1"
"2021","Warren","Mill Creek 2","Johnsburg","April","57","Brook Trout","10.1"
"2021","Warren","Mill Pond 1","Horicon","April","550","Rainbow Trout","8.8"
"2021","Warren","Mill Pond 1","Horicon","April","200","Rainbow Trout","14.9"
"2021","Jefferson","Millsite Lake","Theresa","April","500","Landlocked Salmon","6.5"
"2021","Jefferson","Millsite Lake","Theresa","April","440","Rainbow Trout","8.2"
"2021","Essex","Minerva Stream","Minerva","May","60","Brook Trout","8.5"
"2021","Essex","Minerva Stream","Minerva","May","300","Brook Trout","8"
"2021","Essex","Minerva Stream","Minerva","May","250","Brown Trout","13"
"2021","Essex","Minerva Stream","Minerva","May","530","Brook Trout","8.5"
"2021","Rockland","Minisceongo Creek","Haverstraw","March","290","Brown Trout","8.8"
"2021","Rockland","Minisceongo Creek","Haverstraw","March","30","Brown Trout","13.4"
"2021","Rockland","Minisceongo Creek North Branch","Haverstraw","March","40","Brown Trout","13.4"
"2021","Rockland","Minisceongo Creek North Branch","Haverstraw","March","330","Brown Trout","8.8"
"2021","Essex","Mirror Lake","North Elba","April","600","Rainbow Trout","13"
"2021","Essex","Mirror Lake","North Elba","May","1,130","Rainbow Trout","9"
"2021","Hamilton","Misery Pond","Morehouse","September","450","Brook Trout","3.7"
"2021","Oneida","Mohawk River","Rome","April","320","Brown Trout","13.1"
"2021","Oneida","Mohawk River","Rome","April","2,910","Brown Trout","8.4"
"2021","Oneida","Mohawk River","Rome","April","320","Brown Trout","12.6"
"2021","Oneida","Mohawk River","Rome","April","2,910","Brown Trout","8.2"
"2021","Oneida","Mohawk River","Rome","June","270","Brown Trout","13.1"
"2021","Oneida","Mohawk River","Rome","March","320","Brown Trout","12.6"
"2021","Oneida","Mohawk River","Rome","March","2,910","Brown Trout","8.2"
"2021","Oneida","Mohawk River","Rome","May","320","Brown Trout","13.1"
"2021","Oneida","Mohawk River","Rome","May","2,910","Brown Trout","8.4"
"2021","Oneida","Mohawk River","Rome","November","7,550","Brown Trout","6.8"
"2021","Oneida","Mohawk River","Western","April","200","Brown Trout","13.5"
"2021","Oneida","Mohawk River","Western","April","1,840","Brown Trout","8.5"
"2021","Oneida","Mohawk River","Western","April","1,290","Brown Trout","8.6"
"2021","Oneida","Mohawk River","Western","April","140","Brown Trout","13.7"
"2021","Oneida","Mohawk River East Branch","Ava","April","60","Brown Trout","13.5"
"2021","Oneida","Mohawk River East Branch","Ava","April","530","Brown Trout","8.8"
"2021","Sullivan","Mongaup Falls Reservoir","Lumberland","April","1,400","Brown Trout","8.8"
"2021","Sullivan","Mongaup River","Bethel","April","80","Brown Trout","13.2"
"2021","Sullivan","Mongaup River","Bethel","April","750","Brown Trout","8.8"
"2021","Sullivan","Mongaup River East Branch","Fallsburg","April","740","Brown Trout","8.8"
"2021","Sullivan","Mongaup River East Branch","Fallsburg","April","80","Brown Trout","13.2"
"2021","Sullivan","Mongaup River Middle Branch","Bethel","April","610","Brown Trout","8.8"
"2021","Sullivan","Mongaup River Middle Branch","Bethel","April","70","Brown Trout","13.2"
"2021","Sullivan","Mongaup River West Branch","Bethel","April","60","Brown Trout","13.2"
"2021","Sullivan","Mongaup River West Branch","Bethel","April","530","Brown Trout","8.8"
"2021","Orange","Moodna Creek","Cornwall","March","3,740","Rainbow Trout","9.2"
"2021","Orange","Moodna Creek","Cornwall","March","420","Rainbow Trout","9.2"
"2021","Essex","Moose Pond","Newcomb","October","5,900","Brook Trout","4"
"2021","Essex","Moose Pond","North Elba","October","1,000","Brook Trout","4"
"2021","Essex","Moose Pond","St. Armand","April","200","Landlocked Salmon","6.5"
"2021","Essex","Moose Pond","St. Armand","May","300","Brook Trout","8"
"2021","Essex","Moose Pond","St. Armand","May","1,130","Rainbow Trout","9"
"2021","Essex","Moose Pond","St. Armand","May","500","Rainbow Trout","13"
"2021","Hamilton","Moose River","Inlet Arietta","May","1,130","Brook Trout","8.7"
"2021","Lewis","Moose River","Lyonsdale","May","5,640","Brook Trout","9"
"2021","Hamilton","Moose River","Morehouse","May","940","Brook Trout","8.7"
"2021","Herkimer","Moose River","Webb","May","620","Brook Trout","8.7"
"2021","Saratoga","Moreau Lake","Moreau","April","1,350","Rainbow Trout","8.7"
"2021","Saratoga","Moreau Lake","Moreau","June","3,100","Rainbow Trout","3.9"
"2021","Saratoga","Moreau Lake","Moreau","May","1,260","Rainbow Trout","9.2"
"2021","Hamilton","Morley Lake","Arietta","September","350","Brook Trout","4.1"
"2021","Hamilton","Mosquito Pond","Long Lake","September","300","Brook Trout","4"
"2021","Herkimer","Moss Lake","webb","May","240","Brook Trout","8.7"
"2021","Franklin","Mountain Pond","Brighton","May","4,500","Brook Trout","2"
"2021","Franklin","Mountain Pond","Harrietstown","October","400","Brook Trout","4"
"2021","Franklin","Mountain Pond","Santa Clara","October","500","Brook Trout","4"
"2021","Franklin","Mountain Pond C-P57","Franklin","May","740","Brown Trout","8"
"2021","Hamilton","Mud Lake","Arietta","October","2,000","Brook Trout","4"
"2021","Fulton","Mud Lake","Bleecker","September","300","Brook Trout","4.1"
"2021","Hamilton","Mud Lake","Wells","September","1,300","Brook Trout","3.7"
"2021","Clinton","Mud Pond","Black Brook","May","140","Brown Trout","8"
"2021","Clinton","Mud Pond","Black Brook","October","1,200","Brook Trout","4"
"2021","Warren","Mud Ponds","Johnsburg","September","600","Brook Trout","3.9"
"2021","Essex","Munson Pond","North Hudson","May","190","Brown Trout","8.3"
"2021","Essex","Munson Pond","North Hudson","September","500","Brook Trout","3.9"
"2021","Hamilton","Murphy Lake","Hope","September","2,200","Brook Trout","4.4"
"2021","Westchester","Muscoot Reservoir","Somers","March","930","Brown Trout","8.9"
"2021","Westchester","Muscoot Reservoir","Somers","March","870","Rainbow Trout","9.2"
"2021","Hamilton","N up Pine Pond","Wells","September","200","Brook Trout","4"
"2021","Broome","Nanticoke 7a","Maine","April","520","Rainbow Trout","8.7"
"2021","Broome","Nanticoke Creek","Maine","March","1,780","Rainbow Trout","9.1"
"2021","Broome","Nanticoke Creek","Maine","March","200","Brown Trout","13.4"
"2021","Broome","Nanticoke Creek","Union","March","840","Rainbow Trout","9.1"
"2021","Broome","Nanticoke Creek","Union","March","90","Brown Trout","13.4"
"2021","Broome","Nanticoke Lake","Lisle","April","2,000","Rainbow Trout","8.7"
"2021","Herkimer","Negro Lake","webb","May","300","Landlocked Salmon","6.7"
"2021","Sullivan","Neversink Reservoir","Neversink","April","3,440","Brown Trout","8.7"
"2021","Sullivan","Neversink Reservoir","Neversink","May","3,000","Landlocked Salmon","6.7"
"2021","Sullivan","Neversink Reservoir","Neversink","November","3,700","Brown Trout","7.3"
"2021","Orange","Neversink River","Deerpark","April","1,500","Brown Trout","8.9"
"2021","Orange","Neversink River","Deerpark","April","170","Brown Trout","13.5"
"2021","Orange","Neversink River","Deerpark","April","1,500","Brown Trout","8.8"
"2021","Orange","Neversink River","Deerpark","April","170","Brown Trout","13.7"
"2021","Orange","Neversink River","Deerpark","March","1,500","Brown Trout","8.9"
"2021","Orange","Neversink River","Deerpark","March","170","Brown Trout","13.2"
"2021","Orange","Neversink River","Deerpark","May","1,500","Brown Trout","8.9"
"2021","Orange","Neversink River","Deerpark","May","170","Brown Trout","13.1"
"2021","Sullivan","Neversink River","Fallsburg","April","710","Brown Trout","8.8"
"2021","Sullivan","Neversink River","Fallsburg","April","60","Brown Trout","13.5"
"2021","Sullivan","Neversink River","Fallsburg","April","80","Brown Trout","13.7"
"2021","Sullivan","Neversink River","Fallsburg","April","710","Brown Trout","8.9"
"2021","Sullivan","Neversink River","Fallsburg","April","60","Brown Trout","13.7"
"2021","Sullivan","Neversink River","Fallsburg","April","80","Brown Trout","13.5"
"2021","Sullivan","Neversink River","Fallsburg","April","550","Brown Trout","8.9"
"2021","Sullivan","Neversink River","Fallsburg","April","550","Brown Trout","8.8"
"2021","Sullivan","Neversink River","Fallsburg","May","140","Brown Trout","13.1"
"2021","Sullivan","Neversink River","Fallsburg","May","100","Brown Trout","13.1"
"2021","Sullivan","Neversink River","Fallsburg","May","550","Brown Trout","8.9"
"2021","Sullivan","Neversink River","Fallsburg","May","550","Brown Trout","9.2"
"2021","Sullivan","Neversink River","Fallsburg","May","80","Brown Trout","13.1"
"2021","Sullivan","Neversink River","Fallsburg","May","60","Brown Trout","13.1"
"2021","Sullivan","Neversink River","Fallsburg","May","710","Brown Trout","8.9"
"2021","Sullivan","Neversink River","Fallsburg","May","710","Brown Trout","9.2"
"2021","Sullivan","Neversink River","Thompson","April","70","Brown Trout","13.7"
"2021","Sullivan","Neversink River","Thompson","April","600","Brown Trout","8.9"
"2021","Sullivan","Neversink River","Thompson","April","70","Brown Trout","13.5"
"2021","Sullivan","Neversink River","Thompson","April","600","Brown Trout","8.8"
"2021","Sullivan","Neversink River","Thompson","May","110","Brown Trout","13.1"
"2021","Sullivan","Neversink River","Thompson","May","600","Brown Trout","8.9"
"2021","Sullivan","Neversink River","Thompson","May","70","Brown Trout","13.1"
"2021","Sullivan","Neversink River","Thompson","May","600","Brown Trout","9.2"
"2021","Cattaraugus","New Albion Lake","New Albion","April","2,600","Brown Trout","9.2"
"2021","Cattaraugus","New Albion Lake","New Albion","March","1,340","Brook Trout","9.3"
"2021","Cattaraugus","New Albion Lake","New Albion","March","300","Brown Trout","13.3"
"2021","Warren","New Lake","Stony Creek","May","420","Brown Trout","8.4"
"2021","Chemung","Newtown Creek","Horseheads","March","60","Brown Trout","13.4"
"2021","Chemung","Newtown Creek","Horseheads","March","570","Brown Trout","8.8"
"2021","Herkimer","Nicks Lake","Webb","May","1,860","Brown Trout","8.7"
"2021","St Lawrence","Nicks Pond","Fine","October","700","Brook Trout","4"
"2021","Oneida","Ninemile Creek","Marcy Trenton","April","450","Rainbow Trout","8.7"
"2021","Oneida","Ninemile Creek","Marcy Trenton","April","4,070","Rainbow Trout","8.7"
"2021","Onondaga","Ninemile Creek","NULL","April","900","Brook Trout","9.2"
"2021","Onondaga","Ninemile Creek","NULL","April","600","Brown Trout","12"
"2021","Onondaga","Ninemile Creek","NULL","April","400","Brown Trout","12"
"2021","Onondaga","Ninemile Creek","NULL","April","250","Brown Trout","17.8"
"2021","Onondaga","Ninemile Creek","NULL","April","300","Brown Trout","17.8"
"2021","Onondaga","Ninemile Creek","NULL","April","600","Brook Trout","9"
"2021","Onondaga","Ninemile Creek","NULL","April","900","Brown Trout","9"
"2021","Onondaga","Ninemile Creek","NULL","April","1,200","Brown Trout","12"
"2021","Onondaga","Ninemile Creek","NULL","March","450","Brown Trout","12"
"2021","Onondaga","Ninemile Creek","NULL","March","700","Brown Trout","12"
"2021","Onondaga","Ninemile Creek","NULL","March","500","Brown Trout","17.8"
"2021","Onondaga","Ninemile Creek","NULL","March","300","Brown Trout","17.8"
"2021","Onondaga","Ninemile Creek","NULL","March","1,200","Brook Trout","9.2"
"2021","Onondaga","Ninemile Creek","NULL","March","400","Brown Trout","12"
"2021","Onondaga","Ninemile Creek","NULL","March","4,200","Brown Trout","9"
"2021","Onondaga","Ninemile Creek","NULL","March","450","Brook Trout","9"
"2021","Onondaga","Ninemile Creek","NULL","March","1,900","Brown Trout","9"
"2021","Onondaga","Ninemile Creek","NULL","March","600","Brook Trout","9.2"
"2021","Onondaga","Ninemile Creek","NULL","March","300","Brown Trout","17.8"
"2021","Onondaga","Ninemile Creek","NULL","March","600","Brook Trout","9"
"2021","Onondaga","Ninemile Creek","NULL","March","400","Brown Trout","12"
"2021","Onondaga","Ninemile Creek","NULL","March","200","Brown Trout","17.8"
"2021","Onondaga","Ninemile Creek","NULL","March","1,800","Brown Trout","9"
"2021","Onondaga","Ninemile Creek","NULL","March","2,500","Brown Trout","9"
"2021","Suffolk","Nissequogue River","Smithtown","March","200","Brown Trout","13.2"
"2021","Suffolk","Nissequogue River","Smithtown","May","200","Brown Trout","14.1"
"2021","Suffolk","Nissequogue River","Smithtown","May","300","Rainbow Trout","8.9"
"2021","Suffolk","Nissequogue River","Smithtown","May","200","Brown Trout","8.8"
"2021","Suffolk","Nissequogue River","Smithtown","November","100","Brown Trout","12.2"
"2021","Suffolk","Nissequogue River","Smithtown","October","300","Brown Trout","12.2"
"2021","Essex","North Branch Boquet River","Lewis","April","1,060","Brown Trout","9"
"2021","Essex","North Branch Boquet River","Lewis","April","300","Brown Trout","13"
"2021","Essex","North Branch Boquet River","Lewis","March","300","Brook Trout","8"
"2021","Essex","North Branch Boquet River","Lewis","May","180","Brown Trout","12.8"
"2021","Essex","North Branch Boquet River","Willsboro","April","1,900","Brown Trout","9"
"2021","Essex","North Branch Boquet River","Willsboro","May","400","Brown Trout","13"
"2021","Essex","North Branch Boquet River","Willsboro","May","300","Brook Trout","8"
"2021","Essex","North Branch Boquet River","Willsboro","May","310","Brown Trout","12.8"
"2021","Clinton","North Branch Great Chazy River","Altona E'burg Moores","April","550","Brown Trout","8.9"
"2021","Clinton","North Branch Great Chazy River","Altona E'burg Moores","April","550","Brown Trout","9"
"2021","Clinton","North Branch Great Chazy River","Altona E'burg Moores","April","60","Brown Trout","13.5"
"2021","Clinton","North Branch Great Chazy River","Altona E'burg Moores","May","550","Brown Trout","9.5"
"2021","Clinton","North Branch Great Chazy River","Altona E'burg Moores","May","90","Brown Trout","12.8"
"2021","Clinton","North Branch Great Chazy River","Altona E'burg Moores","May","90","Brown Trout","12.8"
"2021","Clinton","North Branch Great Chazy River","Altona E'burg Moores","May","90","Brown Trout","12.8"
"2021","Clinton","North Branch Great Chazy River","Altona E'burg Moores","May","550","Brown Trout","9.4"
"2021","Clinton","North Branch Great Chazy River","Malone","November","1,625","Rainbow Trout","6.2"
"2021","Clinton","North Branch Great Chazy River","Mooers","April","880","Brown Trout","8.9"
"2021","Clinton","North Branch Great Chazy River","Mooers","April","880","Rainbow Trout","9"
"2021","Clinton","North Branch Great Chazy River","Mooers","April","100","Brown Trout","13.5"
"2021","Clinton","North Branch Great Chazy River","Mooers","May","880","Rainbow Trout","9.5"
"2021","Clinton","North Branch Great Chazy River","Mooers","May","100","Rainbow Trout","10.1"
"2021","Clinton","North Branch Great Chazy River","Mooers","May","100","Rainbow Trout","10.1"
"2021","Clinton","North Branch Great Chazy River","Mooers","May","880","Brown Trout","9.4"
"2021","Clinton","North Branch Great Chazy River","Mooers","May","150","Brown Trout","12.8"
"2021","Oswego","North Branch Salmon River","Redfield","May","160","Brown Trout","13.1"
"2021","Oswego","North Branch Salmon River","Redfield","May","1,410","Brown Trout","8.8"
"2021","Oswego","North Branch Salmon River","Redfield","May","1,140","Brown Trout","8.8"
"2021","Oswego","North Branch Salmon River","Redfield","May","130","Brown Trout","13.1"
"2021","Clinton","North Branch Saranac River","Black Brook and Saranac","April","370","Brown Trout","13.5"
"2021","Clinton","North Branch Saranac River","Black Brook and Saranac","April","3,360","Brown Trout","9.1"
"2021","Franklin","North Branch Saranac River","Franklin","April","1,410","Brook Trout","8.8"
"2021","Cayuga","North Brook","Brutus","April","880","Brown Trout","8.9"
"2021","Cayuga","North Brook","Brutus","April","100","Brown Trout","14"
"2021","Warren","North Creek","Johnsburg","April","1,300","Rainbow Trout","8.7"
"2021","Warren","North Creek","Johnsburg","April","75","Rainbow Trout","14.9"
"2021","Warren","North Creek","Johnsburg","April","750","Rainbow Trout","9.3"
"2021","Warren","North Creek Rec. Pond","Johnsburg","April","250","Rainbow Trout","9.5"
"2021","Herkimer","North Lake","Ohio","April","1,330","Splake","8.3"
"2021","Herkimer","North Lake","Ohio","September","370","Tiger Muskellunge","10.4"
"2021","Hamilton","North Mitchell Pond","Indian Lake","October","100","Brook Trout","3.8"
"2021","Jefferson","North Sandy Creek","Ellisburg","April","21,250","Steelhead","5"
"2021","Hamilton","Northrup Lake","Morehouse","September","400","Brook Trout","4.4"
"2021","Fulton","Northville Pond","Northampton","April","1,090","Rainbow Trout","8.3"
"2021","Fulton","Northville Pond","Northampton","May","660","Rainbow Trout","9"
"2021","Fulton","Northville Pond","Northampton","May","430","Rainbow Trout","9.4"
"2021","Warren","NW Bay Brook","Bolton","April","40","Brook Trout","9.7"
"2021","Warren","NW Bay Brook","Bolton","April","400","Brook Trout","9.7"
"2021","Orleans","Oak Orchard Creek","Carlton","April","111,390","Chinook","3.6"
"2021","Orleans","Oak Orchard Creek","Carlton","April","25,000","Steelhead","4.7"
"2021","Orleans","Oak Orchard Creek","Carlton","March","22,500","Coho","2.5"
"2021","Orleans","Oak Orchard Creek","Carlton","May","10,000","Steelhead","5.7"
"2021","Genesee","Oatka Creek","Le Roy","April","2,340","Brown Trout","8.7"
"2021","Genesee","Oatka Creek","Le Roy","April","260","Brown Trout","13"
"2021","Genesee","Oatka Creek","Le Roy","April","260","Brown Trout","13.5"
